"FY","PIHP","PIHPname","CMHSP","Population","Phase","Name","Desc","People","Undup"
"2014","3","LRP","Allegan","DD","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,FALSE
"2014","3","LRP","Allegan","DD","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,FALSE
"2014","3","LRP","Allegan","MIA","Start","total_in","Total number of people who telephoned or walked in",0,FALSE
"2014","3","LRP","Allegan","MIA","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,FALSE
"2014","3","LRP","Allegan","MIA","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,FALSE
"2014","3","LRP","Allegan","MIA","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",0,FALSE
"2014","3","LRP","Allegan","MIA","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",0,FALSE
"2014","3","LRP","Allegan","MIA","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",0,FALSE
"2014","3","LRP","Allegan","MIA","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",0,FALSE
"2014","3","LRP","Allegan","MIA","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"2014","3","LRP","Allegan","MIA","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"2014","3","LRP","Allegan","MIA","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",20,FALSE
"2014","3","LRP","Allegan","MIA","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",11,FALSE
"2014","3","LRP","Allegan","MIA","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",411,FALSE
"2014","3","LRP","Allegan","MIA","Eligibility","eligible","People meeting CMHSP eligibilty criteria",308,FALSE
"2014","3","LRP","Allegan","MIA","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",0,FALSE
"2014","3","LRP","Allegan","MIA","Placement","immed_crit","Eligible persons who met immediate admission criteria",308,FALSE
"2014","3","LRP","Allegan","MIA","Waiting","waiting","Eligible persons who were put on a waiting list",9,FALSE
"2014","3","LRP","Allegan","MIA","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,FALSE
"2014","3","LRP","Allegan","MIA","Waiting","all_wait","People who were wait-listed for all CMHSP services",9,FALSE
"2014","3","LRP","Allegan","MIC","Start","total_in","Total number of people who telephoned or walked in",0,FALSE
"2014","3","LRP","Allegan","MIC","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,FALSE
"2014","3","LRP","Allegan","MIC","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,FALSE
"2014","3","LRP","Allegan","MIC","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",0,FALSE
"2014","3","LRP","Allegan","MIC","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",0,FALSE
"2014","3","LRP","Allegan","MIC","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",0,FALSE
"2014","3","LRP","Allegan","MIC","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",0,FALSE
"2014","3","LRP","Allegan","MIC","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"2014","3","LRP","Allegan","MIC","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"2014","3","LRP","Allegan","MIC","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",2,FALSE
"2014","3","LRP","Allegan","MIC","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",3,FALSE
"2014","3","LRP","Allegan","MIC","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",177,FALSE
"2014","3","LRP","Allegan","MIC","Eligibility","eligible","People meeting CMHSP eligibilty criteria",146,FALSE
"2014","3","LRP","Allegan","MIC","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",0,FALSE
"2014","3","LRP","Allegan","MIC","Placement","immed_crit","Eligible persons who met immediate admission criteria",146,FALSE
"2014","3","LRP","Allegan","MIC","Waiting","waiting","Eligible persons who were put on a waiting list",1,FALSE
"2014","3","LRP","Allegan","MIC","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,FALSE
"2014","3","LRP","Allegan","MIC","Waiting","all_wait","People who were wait-listed for all CMHSP services",1,FALSE
"2014","3","LRP","Allegan","Other","Start","total_in","Total number of people who telephoned or walked in",0,FALSE
"2014","3","LRP","Allegan","Other","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,FALSE
"2014","3","LRP","Allegan","Other","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,FALSE
"2014","3","LRP","Allegan","Other","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",0,FALSE
"2014","3","LRP","Allegan","Other","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",0,FALSE
"2014","3","LRP","Allegan","Other","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",821,FALSE
"2014","3","LRP","Allegan","Other","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",158,FALSE
"2014","3","LRP","Allegan","Other","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"2014","3","LRP","Allegan","Other","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"2014","3","LRP","Allegan","Other","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",0,FALSE
"2014","3","LRP","Allegan","Other","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",0,FALSE
"2014","3","LRP","Allegan","Other","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",0,FALSE
"2014","3","LRP","Allegan","Other","Eligibility","eligible","People meeting CMHSP eligibilty criteria",0,FALSE
"2014","3","LRP","Allegan","Other","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",0,FALSE
"2014","3","LRP","Allegan","Other","Placement","immed_crit","Eligible persons who met immediate admission criteria",0,FALSE
"2014","3","LRP","Allegan","Other","Waiting","waiting","Eligible persons who were put on a waiting list",0,FALSE
"2014","3","LRP","Allegan","Other","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,FALSE
"2014","3","LRP","Allegan","Other","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,FALSE
"2015","3","LRP","Allegan","DD","Start","total_in","Total number of people who telephoned or walked in",148,FALSE
"2015","3","LRP","Allegan","DD","Entry","out_nonMH","People seeking services not related to behavioral health needs",6,FALSE
"2015","3","LRP","Allegan","DD","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",142,FALSE
"2015","3","LRP","Allegan","DD","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",41,FALSE
"2015","3","LRP","Allegan","DD","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",101,FALSE
"2015","3","LRP","Allegan","DD","Screening","screened_out_other","People requesting CMHSP services who were screened out for other reasons",0,FALSE
"2015","3","LRP","Allegan","DD","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"2015","3","LRP","Allegan","DD","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"2015","3","LRP","Allegan","DD","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",6,FALSE
"2015","3","LRP","Allegan","DD","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",0,FALSE
"2015","3","LRP","Allegan","DD","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",93,FALSE
"2015","3","LRP","Allegan","DD","Eligibility","eligible","People meeting CMHSP eligibilty criteria",93,FALSE
"2015","3","LRP","Allegan","DD","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",0,FALSE
"2015","3","LRP","Allegan","DD","Placement","immed_crit","Eligible persons who met immediate admission criteria",93,FALSE
"2015","3","LRP","Allegan","DD","Waiting","waiting","Eligible persons who were put on a waiting list",2,FALSE
"2015","3","LRP","Allegan","DD","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,FALSE
"2015","3","LRP","Allegan","DD","Waiting","all_wait","People who were wait-listed for all CMHSP services",2,FALSE
"2015","3","LRP","Allegan","DD","Other","oth_place_ref","People receiving other placement or referral",0,FALSE
"2015","3","LRP","Allegan","MIA","Start","total_in","Total number of people who telephoned or walked in",987,FALSE
"2015","3","LRP","Allegan","MIA","Entry","out_nonMH","People seeking services not related to behavioral health needs",51,FALSE
"2015","3","LRP","Allegan","MIA","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",925,FALSE
"2015","3","LRP","Allegan","MIA","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",411,FALSE
"2015","3","LRP","Allegan","MIA","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",514,FALSE
"2015","3","LRP","Allegan","MIA","Screening","screened_out_other","People requesting CMHSP services who were screened out for other reasons",0,FALSE
"2015","3","LRP","Allegan","MIA","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"2015","3","LRP","Allegan","MIA","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"2015","3","LRP","Allegan","MIA","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",74,FALSE
"2015","3","LRP","Allegan","MIA","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",6,FALSE
"2015","3","LRP","Allegan","MIA","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",275,FALSE
