CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfDD-Cases,SumOfDD-Units,SumOfDD-Cost,SumOfOther Cost,FirstOfDD Totals,FirstOfDD Unique Consumers
Allegan,Community Living Supports in Independent living/own home,,H0043,,Per diem,41,11525,2273478.79,2424649.04,14580057.8,556
Allegan,Respite,,H0045,,Day,0,0,0,755.52,14580057.8,556
Allegan,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0,0,14580057.8,556
Allegan,Substance Use Disorder: Laboratory,,H0048,,Encounter,0,0,0,0,14580057.8,556
Allegan,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0,0,14580057.8,556
Allegan,Behavior Treatment Plan Review,,H2000,,Encounter,44,157,25206.17,29701.54,14580057.8,556
Allegan,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,40,161,25564.76,30996.64,14580057.8,556
Allegan,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0,0,14580057.8,556
Allegan,Crisis Intervention,,H2011,,15 Minutes,5,15,1164.77,9142.65,14580057.8,556
Allegan,"Substance Use Disorder: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0,0,14580057.8,556
Allegan,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,113,36952,832033.84,1014164.5,14580057.8,556
Allegan,Out of Home Non Vocational Habilitation,,H2014,HK,15 Minutes,39,12807,278724.65,278724.65,14580057.8,556
Allegan,Community Living Supports (15 Minutes),,H2015,,15 Minutes,225,488212,1765615.44,2018617.35,14580057.8,556
Allegan,Community Living Supports (Daily),,H2016,,Per Diem,74,23777,2970696.38,4953398.63,14580057.8,556
Allegan,Behavior Services,,H2019,,15 Minutes,6,192,10285.83,29512.62,14580057.8,556
Allegan,Behavior Services,,H2019,TT,15 Minutes,5,350,18730.7,78080.26,14580057.8,556
Allegan,Wraparound,,H2021,,15 Minutes,3,56,5708.74,93450.26,14580057.8,556
Allegan,Supported Employment Services,,H2023,,15 minutes,122,17008,441385.06,626488.43,14580057.8,556
Allegan,Mental Health Therapy,,H2027,,15 Minutes,0,0,0,0,14580057.8,556
Allegan,Substance Use Disorder: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0,0,14580057.8,556
Allegan,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,0,0,0,0,14580057.8,556
Allegan,Home Based Services,,H2033,,15 Minutes,0,0,0,0,14580057.8,556
Allegan,Substance Use Disorder: Recovery Housing,,H2034,,Day,0,0,0,0,14580057.8,556
Allegan,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0,0,14580057.8,556
Allegan,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0,0,14580057.8,556
Allegan,Repair/Svc DME Non-Oxygen Equipment (Children's Waiver),,K0739,,15 Minutes,0,0,0,0,14580057.8,556
Allegan,Telemedicine Facility Fee,,Q3014,GT,Per Service,0,0,0,0,14580057.8,556
Allegan,Transportation,,S0209,,Per Mile,0,0,0,0,14580057.8,556
Allegan,Transportation,,S0215,,Per Mile,0,0,0,0,14580057.8,556
Allegan,Substance Use Disorder: Transportation,,S0215,HF,Per Mile,0,0,0,0,14580057.8,556
Allegan,Family Training - EBP,,S5110,,15 Minutes,0,0,0,0,14580057.8,556
Allegan,Family Training,,S5111,,Encounter,54,845,134976.79,169816.01,14580057.8,556
Allegan,Family Training,,S5111,HA,Encounter,0,0,0,0,14580057.8,556
Allegan,Family Training,,S5111,HM,Encounter,3,21,3305.42,13693.87,14580057.8,556
Allegan,"Home Care Training, Non-Family (Children's Waiver)",,S5116,,Encounter,0,0,0,0,14580057.8,556
Allegan,Foster Care,,S5140,,Day,0,0,0,0,14580057.8,556
Allegan,Foster Care,,S5145,,Day,0,0,0,0,14580057.8,556
Allegan,Respite,,S5150,,15 Minutes,0,0,0,0,14580057.8,556
Allegan,Respite,,S5151,,Per Diem,0,0,0,0,14580057.8,556
Allegan,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0,0,14580057.8,556
Allegan,Personal Emergency Response System (PERS),,S5161,,Month,0,0,0,0,14580057.8,556
Allegan,Environmental Modification ,,S5165,,Service,0,0,0,0,14580057.8,556
Allegan,Enhanced Medical Equipment-Supplies,,S5199,,Item,0,0,0,0,14580057.8,556
Allegan,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0,0,14580057.8,556
Allegan,Private Duty Nursing,582,S9123,,Hour,0,0,0,0,14580057.8,556
Allegan,Private Duty Nursing,,S9123,,Hour,0,0,0,0,14580057.8,556
Allegan,Private Duty Nursing,,S9123,TT,Hour,0,0,0,0,14580057.8,556
Allegan,Private Duty Nursing,582,S9124,,Hour,0,0,0,0,14580057.8,556
Allegan,Private Duty Nursing,,S9124,,Hour,0,0,0,0,14580057.8,556
Allegan,Private Duty Nursing,,S9124,TT,Hour,0,0,0,0,14580057.8,556
Allegan,Health Services,,S9445,,Encounter,0,0,0,0,14580057.8,556
Allegan,Health Services,,S9446,,Encounter,1,1,45.3,181.2,14580057.8,556
Allegan,Health Services,,S9470,,Encounter,0,0,0,0,14580057.8,556
Allegan,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0,0,14580057.8,556
Allegan,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0,0,14580057.8,556
Allegan,Residential Room and Board,,S9976,,Day,0,0,0,0,14580057.8,556
Allegan,Substance Use Disorder: Residential Room and Board,,S9976,HF,Day,0,0,0,0,14580057.8,556
Allegan,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0,0,14580057.8,556
Allegan,Private Duty Nursing,,T1000,TD,Up to 15 min,1,2251,17749.57,17749.57,14580057.8,556
Allegan,Private Duty Nursing,,T1000,TE,Up to 15 min,1,1072,9842.8,9842.8,14580057.8,556
Allegan,Assessment,,T1001,,Encounter,50,53,7611.23,8192.23,14580057.8,556
Allegan,Health Services,,T1002,,Up to 15 min,43,386,26888,30880.09,14580057.8,556
Allegan,Respite Care,,T1005,,15 Minutes,88,51366,182073.83,201487.37,14580057.8,556
Allegan,Respite Care,,T1005,TD,15 Minutes,0,0,0,0,14580057.8,556
Allegan,Respite Care,,T1005,TE,15 Minutes,1,1018,7253.26,7253.26,14580057.8,556
Allegan,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,16,9679,15398.68,16363.33,14580057.8,556
Allegan,Substance Use Disorder: Treatment Planning,,T1007,HF,Encounter,0,0,0,0,14580057.8,556
Allegan,Substance Use Disorder: Child Sitting Services,,T1009,,Encounter,0,0,0,0,14580057.8,556
Allegan,Substance Use Disorder: Recovery Support Services,,T1012,,Encounter,0,0,0,0,14580057.8,556
Allegan,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0,0,14580057.8,556
Allegan,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,498,10588,1132367.89,1588948.36,14580057.8,556
Allegan,Targeted Case Management ,,T1017,,15 minutes,14,354,32853.68,485289.11,14580057.8,556
Allegan,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,6,163,16961.23,110264.1,14580057.8,556
Allegan,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,73,23413,1464296.9,1808364.57,14580057.8,556
Allegan,Assessments,,T1023,,Encounter,14,23,4295.99,76207.18,14580057.8,556
Allegan,Prevention Services - Direct Model ,,T1027,,15 Minutes,0,0,0,0,14580057.8,556
Allegan,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,4,73,978.4,978.4,14580057.8,556
Allegan,Transportation,,T2001,,Encounter,0,0,0,0,14580057.8,556
Allegan,Substance Use Disorder: Transportation,,T2001,HF,Encounter,0,0,0,0,14580057.8,556
Allegan,Transportation,,T2002,,Per Diem,0,0,0,0,14580057.8,556
Allegan,Substance Use Disorder: Transportation,,T2002,HF,Per Diem,0,0,0,0,14580057.8,556
Allegan,Transportation,,T2003,,Encounter / Trip,0,0,0,0,14580057.8,556
Allegan,Substance Use Disorder: Transportation,,T2003,HF,Encounter / Trip,0,0,0,0,14580057.8,556
Allegan,Transportation,,T2004,,Encounter,0,0,0,0,14580057.8,556
Allegan,Substance Use Disorder: Transportation,,T2004,HF,Encounter,0,0,0,0,14580057.8,556
Allegan,Transportation,,T2005,,Encounter,0,0,0,0,14580057.8,556
Allegan,Substance Use Disorder: Transportation,,T2005,HF,Encounter,0,0,0,0,14580057.8,556
Allegan,Out of Home Prevocational Service,,T2015,,Hour,0,0,0,0,14580057.8,556
Allegan,Targeted Case Management (Children's Waiver),,T2023,,Month,0,0,0,0,14580057.8,556
Allegan,Prevention Services - Direct Model ,,T2024,,,0,0,0,0,14580057.8,556
Allegan,Fiscal Intermediary Services,,T2025,,Month,133,1242,125737.03,144598.89,14580057.8,556
Allegan,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0,0,14580057.8,556
Allegan,Enhanced Medical Equipment-Supplies,,T2029,,Item,2,3,1130.98,1130.98,14580057.8,556
Allegan,Respite Care,,T2036,,Per session. One night = one session,23,244,30474.9,83045.2,14580057.8,556
Allegan,Respite Care,,T2037,,Per session. One day/partial day = one session,7,27,1719.11,2138.85,14580057.8,556
Allegan,Housing Assistance,,T2038,,Service,0,0,0,0,14580057.8,556
Allegan,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0,0,14580057.8,556
Allegan,Goods and Services ,,T5999,HK,Per Item,0,0,0,0,14580057.8,556
Allegan,Wraparound Services,,T5999,,Per Item,0,0,0,0,14580057.8,556
Allegan,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0,14580057.8,556
Allegan,Other,,,,,0,0,0,0,14580057.8,556
Allegan,Aggregate for 'J' Codes,,ALL,,,0,0,0,0,14580057.8,556
AuSable Valley,"Local Psychiatric Hospital/IMD PT68 
bundled per diem",100,,PT68,Day,0,0,0,238508,13096514,1671
AuSable Valley,"Local Psychiatric Hospital/IMD PT68
bundled per diem",100,,PT68,Day,0,0,0,0,13096514,1671
AuSable Valley,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0,4552,13096514,1671
AuSable Valley,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0,187690,13096514,1671
AuSable Valley,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",100,,PT73,Day,0,0,0,0,13096514,1671
AuSable Valley,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",100,,PT73,Day,0,0,0,0,13096514,1671
AuSable Valley,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0,13096514,1671
AuSable Valley,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0,13096514,1671
AuSable Valley,Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,0,0,13096514,1671
AuSable Valley,Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,0,0,13096514,1671
AuSable Valley,Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0,0,13096514,1671
AuSable Valley,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0,0,13096514,1671
AuSable Valley,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0,0,13096514,1671
AuSable Valley,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0,13096514,1671
AuSable Valley,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0,13096514,1671
AuSable Valley,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0,0,13096514,1671
AuSable Valley,ECT Anesthesia,370,,,,0,0,0,0,13096514,1671
AuSable Valley,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0,0,13096514,1671
AuSable Valley,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0,0,13096514,1671
AuSable Valley,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0,13096514,1671
AuSable Valley,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0,13096514,1671
AuSable Valley,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0,0,13096514,1671
AuSable Valley,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0,0,13096514,1671
AuSable Valley,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0,13096514,1671
AuSable Valley,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0,13096514,1671
AuSable Valley,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0,0,13096514,1671
AuSable Valley,ECT Recovery Room,710,,,,0,0,0,0,13096514,1671
AuSable Valley,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0,13096514,1671
AuSable Valley,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0,0,13096514,1671
AuSable Valley,Crisis Observation Care,762,,,Hour,0,0,0,0,13096514,1671
AuSable Valley,Additional Codes-ECT Facility Charge,901,,,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,0,13096514,1671
AuSable Valley,Outpatient Partial Hospitalization,912,,,Day,0,0,0,0,13096514,1671
AuSable Valley,Outpatient Partial Hospitalization,913,,,Day,0,0,0,0,13096514,1671
AuSable Valley,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0,0,13096514,1671
AuSable Valley,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0,13096514,1671
AuSable Valley,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0,0,13096514,1671
AuSable Valley,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0,0,13096514,1671
AuSable Valley,ABA Behavior Identification Assessment,,0359T,U5,Encounter,56,147,58449,64016,13096514,1671
AuSable Valley,ABA Behavioral Follow-up Assessment,,0362T,U5,First 30 Minutes,1,1,97,97,13096514,1671
AuSable Valley,ABA Behavioral Follow-up Assessment,,0363T,U5,Each Additional 30 Minutes,1,7,679,679,13096514,1671
AuSable Valley,ABA Adaptive Treatment,,0364T,U5,First 30 Minutes,11,9431,427113,441034,13096514,1671
AuSable Valley,ABA Adaptive Treatment,,0365T,U5,Each Additional 30 Minutes,51,30491,955287,978530,13096514,1671
AuSable Valley,ABA Group Adaptive Behavior Treatment,,0366T,U5,First 30 Minutes,0,0,0,0,13096514,1671
AuSable Valley,ABA Group Adaptive Behavior Treatment,,0367T,U5,Each Additional 30 Minutes,0,0,0,0,13096514,1671
AuSable Valley,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0368T,U5,First 30 Minutes,49,1118,77567,82909,13096514,1671
AuSable Valley,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0369T,U5,Each Additional 30 Minutes,49,3930,148570,177774,13096514,1671
AuSable Valley,ABA Family Behavior Treatment Guidance,,0370T,U5,Encounter,34,268,40134,51880,13096514,1671
AuSable Valley,ABA Family Behavior Treatment Guidance,,0371T,U5,Encounter,0,0,0,0,13096514,1671
AuSable Valley,ABA Adaptive Behavior Treatment Social Skills Group,,0372T,U5,Encounter,0,0,0,0,13096514,1671
AuSable Valley,ABA Exposure Adaptive Behavior Treatment,,0373T,U5,First 60 Minutes,1,3,330,330,13096514,1671
AuSable Valley,ABA Exposure Adaptive Behavior Treatment,,0374T,U5,Each Additional 30 Minutes,1,14,1243,1243,13096514,1671
AuSable Valley,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80300,,per date of service,0,0,0,0,13096514,1671
AuSable Valley,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80301,,per date of service,0,0,0,0,13096514,1671
AuSable Valley,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80302,,each procedure,0,0,0,0,13096514,1671
AuSable Valley,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80303,,per date of service ,0,0,0,0,13096514,1671
AuSable Valley,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80304,,each procedure,0,0,0,0,13096514,1671
AuSable Valley,Drug Screen,,80305,,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Drug Screen,,80306,,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Drug Screen,,80307,,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Interactive Complexity - Add On Code,,90785,,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Assessment for Autism,,90785,U5,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Substance Abuse - Interactive Complexity - Add On Code,,90785,HF,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Assessment,,"90791
",,Encounter,15,16,7686,96263,13096514,1671
AuSable Valley,Substance Use: Assessment,,90791,HF,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Assessment for Autism,,90791,U5,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Assessment,,90792,,Encounter,2,2,1453,8329,13096514,1671
AuSable Valley,Substance Use: Assessment,,90792,HF,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Assessment for Autism,,90792,U5,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Mental Health: Outpatient Care,,90832,,30 Minutes,19,85,9455,76566,13096514,1671
AuSable Valley,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0,0,13096514,1671
AuSable Valley,Assessment,,90833,,30 Minutes,0,0,0,0,13096514,1671
AuSable Valley,Mental Health: Outpatient Care,,90834,,45 Minutes,25,72,12908,301058,13096514,1671
AuSable Valley,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0,0,13096514,1671
AuSable Valley,Assessment,,90836,,45 Minutes,0,0,0,0,13096514,1671
AuSable Valley,Mental Health: Outpatient Care,,90837,,60 Minutes,30,99,28886,992171,13096514,1671
AuSable Valley,Substance Use Disorder: Outpatient Care,,90837,HF,60 Minutes,0,0,0,0,13096514,1671
AuSable Valley,Assessment,,90838,,60 Minutes,0,0,0,0,13096514,1671
AuSable Valley,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,0,0,0,0,13096514,1671
AuSable Valley,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0,0,13096514,1671
AuSable Valley,Therapy-Family Therapy,,90846,,Encounter,1,28,7673,104359,13096514,1671
AuSable Valley,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Therapy-Family Therapy,,90847,,Encounter,18,58,11213,131891,13096514,1671
AuSable Valley,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,HF,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Therapy-Family Therapy,,90849,,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Therapy-Group Therapy,,90853,,Encounter,2,4,346,37142,13096514,1671
AuSable Valley,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Assessments-Other,,90887,,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Speech & Language Therapy ,,92507,,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Speech & Language Therapy ,,92508,,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Speech & Language Therapy ,,92521,,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Speech & Language Therapy ,,92522,,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Speech & Language Therapy ,,92523,,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Speech & Language Therapy ,,92524,,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Speech & Language Therapy ,,92526,,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Speech & Language Therapy ,,92607,,First Hour,0,0,0,0,13096514,1671
AuSable Valley,Speech & Language Therapy ,,92608,,Each Additional  30 Minutes,0,0,0,0,13096514,1671
AuSable Valley,Speech & Language Therapy ,,92609,,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Speech & Language Therapy ,,92610,,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92626,,First Hour,0,0,0,0,13096514,1671
AuSable Valley,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92627,,Each Additional 15 Minutes,0,0,0,0,13096514,1671
AuSable Valley,Auditory Rehabilitation Preling Hearing Loss (Children's Waiver),,92630,,Encounter,0,0,0,0,13096514,1671
AuSable Valley,Auditory Rehabilitation; Post-Lingual Hearing Loss (Children's Waiver),,92633,,Encounter,0,0,0,0,13096514,1671
