CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfDD-Cases,SumOfDD-Units,SumOfDD-Cost,SumOfOther Cost,FirstOfDD Unique Consumers
Allegan,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0,0,481
Allegan,Private Duty Nursing,582,S9123,,Hour,0,0,0,0,481
Allegan,Private Duty Nursing,,S9123,,Hour,0,0,0,0,481
Allegan,Private Duty Nursing,,S9123,TT,Hour,0,0,0,0,481
Allegan,Private Duty Nursing,582,S9124,,Hour,0,0,0,0,481
Allegan,Private Duty Nursing,,S9124,,Hour,0,0,0,0,481
Allegan,Private Duty Nursing,,S9124,TT,Hour,0,0,0,0,481
Allegan,Health Services,,S9445,,Encounter,1,1,375,375,481
Allegan,Health Services,,S9446,,Encounter,0,0,0,95,481
Allegan,Health Services,,S9470,,Encounter,0,0,0,0,481
Allegan,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0,0,481
Allegan,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0,0,481
Allegan,Residential Room and Board,,S9976,,Day,0,0,0,0,481
Allegan,Substance Abuse Services: Residential Room and Board,,S9976,HF,Day,0,0,0,0,481
Allegan,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0,0,481
Allegan,Private Duty Nursing,,T1000,TD,Up to 15 min,1,10727,81511.25,81511.25,481
Allegan,Private Duty Nursing,,T1000,TE,Up to 15 min,1,2110,18642.08,18642.08,481
Allegan,Assessment,,T1001,,Encounter,38,40,5080,5715,481
Allegan,Health Services,,T1002,,Up to 15 min,46,439,35120,36880,481
Allegan,Respite Care,,T1005,,15 Minutes,94,57820,157135,184025,481
Allegan,Respite Care,,T1005,TD,15 Minutes,0,0,0,0,481
Allegan,Respite Care,,T1005,TE,15 Minutes,2,2612,9160,9160,481
Allegan,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,0,0,0,1025,481
Allegan,Substance Abuse: Treatment Planning,,T1007,HF,Encounter,0,0,0,0,481
Allegan,Substance Abuse: Child Sitting Services,,T1009,,Encounter,0,0,0,0,481
Allegan,Substance Abuse: Recovery Support Services,,T1012,,Encounter,0,0,0,0,481
Allegan,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0,0,481
Allegan,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,441,11029,1099690,1655667,481
Allegan,Targeted Case Management ,,T1017,,15 minutes,6,212,20517,442365,481
Allegan,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,8,198,19162,81486,481
Allegan,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,72,22417,1347905,1616694,481
Allegan,Assessments,,T1023,,Encounter,12,17,3026,64614,481
Allegan,Prevention Services - Direct Model ,,T1027,,15 Minutes,0,0,0,0,481
Allegan,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,4,73,808.41,808.41,481
Allegan,Transportation,,T2001,,Encounter,0,0,0,0,481
Allegan,Substance Abuse Services: Transportation,,T2001,HF,Encounter,0,0,0,0,481
Allegan,Transportation,,T2002,,Per Diem,0,0,0,0,481
Allegan,Substance Abuse Services: Transportation,,T2002,HF,Per Diem,0,0,0,0,481
Allegan,Transportation,,T2003,,Encounter / Trip,0,0,0,0,481
Allegan,Substance Abuse Services: Transportation,,T2003,HF,Encounter / Trip,0,0,0,0,481
Allegan,Transportation,,T2004,,Encounter,0,0,0,0,481
Allegan,Substance Abuse Services: Transportation,,T2004,HF,Encounter,0,0,0,0,481
Allegan,Transportation,,T2005,,Encounter,0,0,0,0,481
Allegan,Substance Abuse Services: Transportation,,T2005,HF,Encounter,0,0,0,0,481
Allegan,Out of Home Prevocational Service,,T2015,,Hour,0,0,0,0,481
Allegan,Targeted Case Management (Children's Waiver),,T2023,,Month,0,0,0,0,481
Allegan,Prevention Services - Direct Model ,,T2024,,,0,0,0,0,481
Allegan,Fiscal Intermediary Services,,T2025,,Month,118,1044,104275,124950,481
Allegan,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0,0,481
Allegan,Enhanced Medical Equipment-Supplies,,T2029,,Item,3,4,4769.29,4769.29,481
Allegan,Respite Care,,T2036,,Per session. One night = one session,20,150,19519,73041,481
Allegan,Respite Care,,T2037,,Per session. One day/partial day = one session,3,20,1452.5,2967.5,481
Allegan,Housing Assistance,,T2038,,Service,0,0,0,0,481
Allegan,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0,0,481
Allegan,Goods and Services ,,T5999,HK,Per Item,0,0,0,0,481
Allegan,Wraparound Services,,T5999,,Per Item,0,0,0,0,481
Allegan,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0,481
Allegan,Other,,,,,0,0,0,0,481
Allegan,Aggregate for 'J' Codes,,ALL,,,0,0,0,0,481
AuSable Valley,Local Psychiatric Hospital/IMD PT68 Bundled per diem,100,,PT68,Day,1,20,12046.24,98176.85,1794
AuSable Valley,Local Psychiatric Hospital/IMD PT68 Bundled per diem,100,,PT68,Day,0,0,0,0,1794
AuSable Valley,Local Psychiatric Hospital/IMD PT68 Physician costs excluded,"0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,1794
AuSable Valley,Local Psychiatric Hospital/IMD PT68 Physician costs excluded,"0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,1794
AuSable Valley,Local Psychiatric Hospital - Acute Community PT73 Bundled per diem,100,,PT73,Day,0,0,0,331873.9,1794
AuSable Valley,Local Psychiatric Hospital - Acute Community PT73 Bundled per diem,100,,PT73,Day,0,0,0,0,1794
AuSable Valley,Local Psychiatric Hospital - Acute Community PT73 Physician costs excluded,"0114, 0124, 0134, 0154",,PT73,Day,0,0,0,45194.6,1794
AuSable Valley,Local Psychiatric Hospital - Acute Community PT73 Physician costs excluded,"0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0,1794
AuSable Valley,Cost Estimates of Current Year IBNR/Accrual Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,0,0,1794
AuSable Valley,Cost Estimates of Current Year IBNR/Accrual Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,0,0,1794
AuSable Valley,Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0,0,1794
AuSable Valley,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0,0,1794
AuSable Valley,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0,0,1794
AuSable Valley,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0,1794
AuSable Valley,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0,1794
AuSable Valley,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0,0,1794
AuSable Valley,ECT Anesthesia,370,,,,0,0,0,0,1794
AuSable Valley,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0,0,1794
AuSable Valley,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0,0,1794
AuSable Valley,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0,1794
AuSable Valley,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0,1794
AuSable Valley,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0,0,1794
AuSable Valley,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0,0,1794
AuSable Valley,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0,1794
AuSable Valley,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0,1794
AuSable Valley,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0,0,1794
AuSable Valley,ECT Recovery Room,710,,,,0,0,0,0,1794
AuSable Valley,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0,1794
AuSable Valley,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0,0,1794
AuSable Valley,Crisis Observation Care,762,,,Hour,0,0,0,0,1794
AuSable Valley,Additional Codes-ECT Facility Charge,901,,,Encounter,0,0,0,0,1794
AuSable Valley,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,0,1794
AuSable Valley,Outpatient Partial Hospitalization,912,,,Day,0,0,0,0,1794
AuSable Valley,Outpatient Partial Hospitalization,913,,,Day,0,0,0,0,1794
AuSable Valley,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0,0,1794
AuSable Valley,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0,1794
AuSable Valley,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0,0,1794
AuSable Valley,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0,0,1794
AuSable Valley,Drug Screen for Methadone Clients Only,,80300,,per date of service,0,0,0,0,1794
AuSable Valley,Drug Screen for Methadone Clients Only,,80301,,per date of service,0,0,0,0,1794
AuSable Valley,Drug Screen for Methadone Clients Only,,80302,,each procedure,0,0,0,0,1794
AuSable Valley,Drug Screen for Methadone Clients Only,,80303,,per date of service ,0,0,0,0,1794
AuSable Valley,Drug Screen for Methadone Clients Only,,80304,,each procedure,0,0,0,0,1794
AuSable Valley,Interactive Complexity - Add On Code,,90785,,,0,0,0,0,1794
AuSable Valley,Assessment for Autism,,90785,U5,,0,0,0,0,1794
AuSable Valley,Interactive Complexity - Add On Code - SUD,,90785,HF,,0,0,0,0,1794
AuSable Valley,Assessment,,"90791
",,Encounter,0,0,0,5030.07,1794
AuSable Valley,Assessment for Autism,,90791,U5,Encounter,0,0,0,0,1794
AuSable Valley,Assessment,,90792,,Encounter,2,17,6127.01,103798.81,1794
AuSable Valley,Assessment for Autism,,90792,U5,Encounter,0,0,0,0,1794
AuSable Valley,Mental Health: Outpatient Care,,90832,,30 Minutes,18,87,7494.8,63145.86,1794
AuSable Valley,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0,0,1794
AuSable Valley,Assessment,,90833,,30 Minutes,0,0,0,0,1794
AuSable Valley,Assessment for Autism,,90833,U5,30 Minutes,0,0,0,0,1794
AuSable Valley,Mental Health: Outpatient Care,,90834,,45 Minutes,23,47,6559.07,214608.17,1794
AuSable Valley,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0,0,1794
AuSable Valley,Assessment,,90836,,45 Minutes,0,0,0,0,1794
AuSable Valley,Assessment for Autism,,90836,U5,45 Minutes,0,0,0,0,1794
AuSable Valley,Mental Health: Outpatient Care,,90837,,60 Minutes,17,20,4712.8,777376.56,1794
AuSable Valley,Substance abuse: Outpatient Care,,90837,HF,60 Minutes,0,0,0,0,1794
AuSable Valley,Assessment,,90838,,60 Minutes,0,0,0,0,1794
AuSable Valley,Assessment for Autism,,90838,U5,60 Minutes,0,0,0,0,1794
AuSable Valley,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,0,0,0,0,1794
AuSable Valley,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0,0,1794
AuSable Valley,Therapy-Family Therapy,,90846,,Encounter,0,0,0,10876.97,1794
AuSable Valley,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0,0,1794
AuSable Valley,Therapy-Family Therapy,,90847,,Encounter,1,2,755.13,82158.61,1794
AuSable Valley,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,,Encounter,0,0,0,0,1794
AuSable Valley,Therapy-Family Therapy,,90849,,Encounter,0,0,0,0,1794
AuSable Valley,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0,0,1794
AuSable Valley,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0,0,1794
AuSable Valley,Therapy-Group Therapy,,90853,,Encounter,0,0,0,29862.02,1794
AuSable Valley,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0,0,1794
AuSable Valley,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0,0,1794
AuSable Valley,Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0,0,1794
AuSable Valley,Assessments-Other,,90887,,Encounter,0,0,0,0,1794
AuSable Valley,Speech & Language Therapy ,,92507,,Encounter,0,0,0,0,1794
AuSable Valley,Speech & Language Therapy ,,92508,,Encounter,0,0,0,0,1794
AuSable Valley,Speech & Language Therapy ,,92521,,Encounter,0,0,0,0,1794
AuSable Valley,Speech & Language Therapy ,,92522,,Encounter,0,0,0,0,1794
AuSable Valley,Speech & Language Therapy ,,92523,,Encounter,0,0,0,0,1794
AuSable Valley,Speech & Language Therapy ,,92524,,Encounter,0,0,0,0,1794
AuSable Valley,Speech & Language Therapy ,,92526,,Encounter,0,0,0,0,1794
AuSable Valley,Speech & Language Therapy ,,92607,,First Hour,0,0,0,0,1794
AuSable Valley,Speech & Language Therapy ,,92608,,Each Additional  30 Minutes,0,0,0,0,1794
AuSable Valley,Speech & Language Therapy ,,92609,,Encounter,0,0,0,0,1794
AuSable Valley,Speech & Language Therapy ,,92610,,Encounter,0,0,0,0,1794
AuSable Valley,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92626,,First Hour,0,0,0,0,1794
AuSable Valley,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92627,,Each Additional 15 Minutes,0,0,0,0,1794
AuSable Valley,Auditory Rehabilitation Preling Hearing Loss (Children's Waiver),,92630,,Encounter,0,0,0,0,1794
AuSable Valley,Auditory Rehabilitation; Post-Lingual Hearing Loss (Children's Waiver),,92633,,Encounter,0,0,0,0,1794
AuSable Valley,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,27,20,8117.15,9334.72,1794
AuSable Valley,Assessment for Autism,,96101,U5,Hour,1,1,300,300,1794
AuSable Valley,Psychological Testing by Technician ,,96102,,Per Hour,0,0,0,0,1794
AuSable Valley,Assessment for Autism,,96102,U5,Hour,0,0,0,0,1794
AuSable Valley,Psychological Testing by Comp ,,96103,,Per Hour,0,0,0,0,1794
AuSable Valley,Assessments-Other,,96105,,Encounter,0,0,0,0,1794
AuSable Valley,Assessments-Other,,96110,,Encounter,0,0,0,0,1794
AuSable Valley,Assessments-Other,,96111,,Encounter,0,0,0,0,1794
AuSable Valley,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0,0,1794
AuSable Valley,Neuropsych test by Psych/Phys ,,96118,,Per Hour,2,5,2748.79,2748.79,1794
AuSable Valley,Assessment for Autism,,96118,U5,Hour,4,4,2199.03,2199.03,1794
AuSable Valley,Neuropsych test by Tech ,,96119,,Per Hour,0,0,0,0,1794
AuSable Valley,Assessment for Autism,,96119,U5,Hour,0,0,0,0,1794
AuSable Valley,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,0,0,1794
AuSable Valley,Assessments-Other,,96127,,,0,0,0,0,1794
AuSable Valley,Medication Administration,,96372,,Encounter,0,0,0,0,1794
AuSable Valley,Physical Therapy,,97001,,Encounter,0,0,0,0,1794
AuSable Valley,Physical Therapy,,97002,,Encounter,0,0,0,0,1794
AuSable Valley,Occupational Therapy,,97003,,Encounter,0,0,0,0,1794
AuSable Valley,Occupational Therapy,,97004,,Encounter,0,0,0,0,1794
AuSable Valley,Occupational or Physical Therapy,,97110,,15 Minutes,0,0,0,0,1794
AuSable Valley,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0,0,1794
AuSable Valley,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0,0,1794
AuSable Valley,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0,0,1794
AuSable Valley,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0,0,1794
AuSable Valley,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0,0,1794
AuSable Valley,Occupational or Physical Therapy,,97150,,Encounter,0,0,0,0,1794
AuSable Valley,Occupational or Physical Therapy,,97530,,15 Minutes,0,0,0,0,1794
AuSable Valley,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0,0,1794
AuSable Valley,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0,0,1794
AuSable Valley,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0,0,1794
AuSable Valley,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0,0,1794
AuSable Valley,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0,0,1794
AuSable Valley,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0,0,1794
AuSable Valley,Occupational Therapy,,97755,,15 Minutes,0,0,0,0,1794
AuSable Valley,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0,0,1794
AuSable Valley,Prosthetic Training (Children's Waiver),,97761,,15 Minutes,0,0,0,0,1794
AuSable Valley,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0,0,1794
AuSable Valley,Assessment or Health Services,,97802,,15 Minutes,0,0,0,0,1794
AuSable Valley,Assessment or Health Services,,97803,,15 Minutes,0,0,0,0,1794
AuSable Valley,Health Services,,97804,,30 Minutes,0,0,0,0,1794
AuSable Valley,Substance Abuse: Acupuncture,,97810,,Encounter,0,0,0,0,1794
AuSable Valley,Substance Abuse: Acupuncture,,97811,,Encounter,0,0,0,0,1794
AuSable Valley,New Patient Evaluation and Management,,99201,,Encounter,0,0,0,0,1794
AuSable Valley,Assessment for Autism,,99201,U5,Encounter,0,0,0,0,1794
AuSable Valley,Substance Abuse: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0,0,1794
AuSable Valley,New Patient Evaluation and Management,,99202,,Encounter,0,0,0,0,1794
AuSable Valley,Assessment for Autism,,99202,U5,Encounter,0,0,0,0,1794
AuSable Valley,Substance Abuse: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0,0,1794
AuSable Valley,New Patient Evaluation and Management,,99203,,Encounter,5,5,560.2,14228.98,1794
AuSable Valley,Assessment for Autism,,99203,U5,Encounter,0,0,0,0,1794
AuSable Valley,Substance Abuse: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0,0,1794
AuSable Valley,New Patient Evaluation and Management,,99204,,Encounter,0,0,0,1703.69,1794
AuSable Valley,Assessment for Autism,,99204,U5,Encounter,0,0,0,0,1794
AuSable Valley,Substance Abuse: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0,0,1794
AuSable Valley,New Patient Evaluation and Management,,99205,,Encounter,1,2,256.12,4756.26,1794
AuSable Valley,Assessment for Autism,,99205,U5,Encounter,0,0,0,0,1794
AuSable Valley,Substance Abuse: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0,0,1794
AuSable Valley,Established Patient Evaluation and Management,,99211,,Encounter,3,28,645.52,5394.69,1794
AuSable Valley,Assessment for Autism,,99211,U5,Encounter,0,0,0,0,1794
AuSable Valley,Substance Abuse: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0,0,1794
AuSable Valley,Established Patient Evaluation and Management,,99212,,Encounter,3,4,279.18,558.36,1794
AuSable Valley,Assessment for Autism,,99212,U5,Encounter,0,0,0,0,1794
AuSable Valley,Substance Abuse: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0,0,1794
AuSable Valley,Established Patient Evaluation and Management,,99213,,Encounter,107,553,65773.77,313618.05,1794
AuSable Valley,Assessment for Autism,,99213,U5,Encounter,0,0,0,0,1794
AuSable Valley,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0,0,1794
AuSable Valley,Established Patient Evaluation and Management,,99214,,Encounter,8,154,20802.73,243109.74,1794
AuSable Valley,Assessment for Autism,,99214,U5,Encounter,0,0,0,0,1794
AuSable Valley,Substance Abuse: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0,0,1794
AuSable Valley,Established Patient Evaluation and Management,,99215,,Encounter,2,3,412.39,1099.71,1794
AuSable Valley,Assessment for Autism,,99215,U5,Encounter,0,0,0,0,1794
AuSable Valley,Substance Abuse: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0,0,1794
AuSable Valley,Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0,0,1794
AuSable Valley,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0,374.34,1794
AuSable Valley,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0,128.38,1794
AuSable Valley,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0,0,1794
AuSable Valley,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0,0,1794
AuSable Valley,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0,0,1794
AuSable Valley,Additional Codes-Physician Services,,99231,,15 Minutes,0,0,0,2123.54,1794
AuSable Valley,Additional Codes-Physician Services,,99232,,25 minutes,0,0,0,549.63,1794
AuSable Valley,Additional Codes-Physician Services,,99233,,35 Minutes,0,0,0,244.68,1794
AuSable Valley,Physician Consultations,,99241,,15 Minutes,0,0,0,0,1794
AuSable Valley,Substance Abuse: New or Established Patient Evaluation and Management,,99241,HF,15 Minutes,0,0,0,0,1794
AuSable Valley,Physician Consultations,,99242,,30 Minutes,0,0,0,0,1794
AuSable Valley,Substance Abuse: New or Established Patient Evaluation and Management,,99242,HF,30 Minutes,0,0,0,0,1794
AuSable Valley,Physician Consultations,,99243,,40 Minutes,0,0,0,0,1794
AuSable Valley,Substance Abuse: New or Established Patient Evaluation and Management,,99243,HF,40 Minutes,0,0,0,0,1794
