CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfDD-Cases,SumOfDD-Units,SumOfDD-Cost
Allegan,Out of Home Prevocational Service,,T2015,,Hour,0,0,0.00
Allegan,Targeted Case Management (Children's Waiver),,T2023,,Month,0,0,0.00
Allegan,Prevention Services - Direct Model,,T2024,,,0,0,0.00
Allegan,Fiscal Intermediary Services,,T2025,,Month,107,1025,101280.25
Allegan,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0.00
Allegan,Enhanced Medical Equipment-Supplies,,T2029,,Item,3,5,500.00
Allegan,Crisis Intervention,,T2034,,Day,0,0,0.00
Allegan,Respite Care,,T2036,,Per session. One night = one session,12,93,16275.00
Allegan,Respite Care,,T2037,,Per session. One day/partial day = one session,5,32,5600.00
Allegan,Housing Assistance,,T2038,,Service,2,15,8250.00
Allegan,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0.00
Allegan,Goods and Services,,T5999,HK,Per Item,0,0,0.00
Allegan,Wraparound Services,,T5999,,Per Item,0,0,0.00
Allegan,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0.00
Allegan,Other,,,,,0,0,0.00
Allegan,Aggregate for 'J' Codes,,ALL,,,0,0,0.00
AuSable Valley,State Psychiatric Hospital - Inpatient PT22,"0100, 0101, 0114, 0124, 0134, 0154",,PT22,Day,0,0,0.00
AuSable Valley,State Mental Retardation Facility - Inpatient (ICF/MR) PT65,100,,PT65,Day,0,0,0.00
AuSable Valley,Local Psychiatric Hospital/IMD PT68,"0100, 0101, 0114, 0124, 0134, 0154",,PT68,Day,0,0,0.00
AuSable Valley,Local Psychiatric Hospital - Acute Community PT73,"0100, 0101, 0114, 0124, 0134, 0154",,PT73,Day,0,0,0.00
AuSable Valley,Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0.00
AuSable Valley,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0.00
AuSable Valley,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258",,,,0,0,0.00
AuSable Valley,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0.00
AuSable Valley,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0.00
AuSable Valley,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0.00
AuSable Valley,ECT Anesthesia,370,,,,0,0,0.00
AuSable Valley,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0.00
AuSable Valley,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0.00
AuSable Valley,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0.00
AuSable Valley,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0.00
AuSable Valley,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0.00
AuSable Valley,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0.00
AuSable Valley,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0.00
AuSable Valley,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0.00
AuSable Valley,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0.00
AuSable Valley,ECT Recovery Room,710,,,,0,0,0.00
AuSable Valley,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0.00
AuSable Valley,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0.00
AuSable Valley,Crisis Observation Care,762,,,Hour,0,0,0.00
AuSable Valley,Additional Codes-ECT Facility Charge,901,,,Encounter,0,0,0.00
AuSable Valley,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0.00
AuSable Valley,Outpatient Partial Hospitalization,912,,,Day,0,0,0.00
AuSable Valley,Outpatient Partial Hospitalization,913,,,Day,0,0,0.00
AuSable Valley,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0.00
AuSable Valley,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0.00
AuSable Valley,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0.00
AuSable Valley,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0.00
AuSable Valley,Drug Screen for Methadone Clients Only,,80100,,Per Screen,0,0,0.00
AuSable Valley,Drug Screen for Methadone Clients Only,,80101,,Per Screen,0,0,0.00
AuSable Valley,Drug Screen for Methadone Clients Only,,80300,,per date of service,0,0,0.00
AuSable Valley,Drug Screen for Methadone Clients Only,,80301,,per date of service,0,0,0.00
AuSable Valley,Drug Screen for Methadone Clients Only,,80302,,each procedure,0,0,0.00
AuSable Valley,Drug Screen for Methadone Clients Only,,80303,,per date of service,0,0,0.00
AuSable Valley,Drug Screen for Methadone Clients Only,,80304,,each procedure,0,0,0.00
AuSable Valley,Interactive Complexity - Add On Code,,90785,,,0,0,0.00
AuSable Valley,Assessment for Autism,,90785,U5,,0,0,0.00
AuSable Valley,Interactive Complexity - Add On Code - SUD,,90785,HF,,0,0,0.00
AuSable Valley,Assessment,,90791,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,90791,U5,Encounter,0,0,0.00
AuSable Valley,Assessment,,90792,,Encounter,25,25,10697.00
AuSable Valley,Assessment for Autism,,90792,U5,Encounter,0,0,0.00
AuSable Valley,Mental Health: Outpatient Care,,90832,,30 Minutes,38,76,7419.00
AuSable Valley,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0.00
AuSable Valley,Assessment,,90833,,30 Minutes,0,0,0.00
AuSable Valley,Assessment for Autism,,90833,U5,30 Minutes,0,0,0.00
AuSable Valley,Mental Health: Outpatient Care,,90834,,45 Minutes,32,58,9509.00
AuSable Valley,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0.00
AuSable Valley,Assessment,,90836,,45 Minutes,0,0,0.00
AuSable Valley,Assessment for Autism,,90836,U5,45 Minutes,0,0,0.00
AuSable Valley,Mental Health: Outpatient Care,,90837,,60 Minutes,23,42,11732.00
AuSable Valley,Substance abuse: Outpatient Care,,90837,HF,60 Minutes,0,0,0.00
AuSable Valley,Assessment,,90838,,60 Minutes,0,0,0.00
AuSable Valley,Assessment for Autism,,90838,U5,60 Minutes,0,0,0.00
AuSable Valley,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,0,0,0.00
AuSable Valley,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0.00
AuSable Valley,Therapy-Family Therapy,,90846,,Encounter,5,11,1986.00
AuSable Valley,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0.00
AuSable Valley,Therapy-Family Therapy,,90847,,Encounter,14,22,3931.00
AuSable Valley,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,,Encounter,0,0,0.00
AuSable Valley,Therapy-Family Therapy,,90849,,Encounter,0,0,0.00
AuSable Valley,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0.00
AuSable Valley,Therapy-Group Therapy,,90853,,Encounter,9,48,3355.00
AuSable Valley,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0.00
AuSable Valley,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0.00
AuSable Valley,Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0.00
AuSable Valley,Assessments-Other,,90887,,Encounter,0,0,0.00
AuSable Valley,Speech & Language Therapy,,92507,,Encounter,0,0,0.00
AuSable Valley,Speech & Language Therapy,,92508,,Encounter,0,0,0.00
AuSable Valley,Speech & Language Therapy,,92521,,Encounter,0,0,0.00
AuSable Valley,Speech & Language Therapy,,92522,,Encounter,0,0,0.00
AuSable Valley,Speech & Language Therapy,,92523,,Encounter,0,0,0.00
AuSable Valley,Speech & Language Therapy,,92524,,Encounter,0,0,0.00
AuSable Valley,Speech & Language Therapy,,92526,,Encounter,0,0,0.00
AuSable Valley,Speech & Language Therapy,,92610,,Encounter,0,0,0.00
AuSable Valley,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92626,,First Hour,0,0,0.00
AuSable Valley,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92627,,Each Additional 15 Minutes,0,0,0.00
AuSable Valley,Auditory Rehabilitation Preling Hearing Loss (Children's Waiver),,92630,,Encounter,0,0,0.00
AuSable Valley,Auditory Rehabilitation; Post-Lingual Hearing Loss (Children's Waiver),,92633,,Encounter,0,0,0.00
AuSable Valley,Psychological Testing PSYCH/PHYS,,96101,,Per Hour,16,63,13098.00
AuSable Valley,Assessment for Autism,,96101,U5,Hour,7,50,3090.00
AuSable Valley,Psychological Testing by Technician,,96102,,Per Hour,0,0,0.00
AuSable Valley,Assessment for Autism,,96102,U5,Hour,0,0,0.00
AuSable Valley,Psychological Testing by Comp,,96103,,Per Hour,0,0,0.00
AuSable Valley,Assessments-Other,,96105,,Encounter,0,0,0.00
AuSable Valley,Assessments-Other,,96110,,Encounter,0,0,0.00
AuSable Valley,Assessments-Other,,96111,,Encounter,0,0,0.00
AuSable Valley,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0.00
AuSable Valley,Neuropsych test by Psych/Phys,,96118,,Per Hour,0,0,0.00
AuSable Valley,Assessment for Autism,,96118,U5,Hour,10,10,2672.00
AuSable Valley,Neuropsych test by Tech,,96119,,Per Hour,0,0,0.00
AuSable Valley,Assessment for Autism,,96119,U5,Hour,0,0,0.00
AuSable Valley,Neuropsych test Admin w/Comp,,96120,,Per Hour,0,0,0.00
AuSable Valley,Assessments-Other,,96127,,,0,0,0.00
AuSable Valley,Medication Administration,,96372,,Encounter,0,0,0.00
AuSable Valley,Physical Therapy,,97001,,Encounter,0,0,0.00
AuSable Valley,Physical Therapy,,97002,,Encounter,0,0,0.00
AuSable Valley,Occupational Therapy,,97003,,Encounter,0,0,0.00
AuSable Valley,Occupational Therapy,,97004,,Encounter,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97110,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97150,,Encounter,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97530,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0.00
AuSable Valley,Occupational Therapy,,97755,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0.00
AuSable Valley,Prosthetic Training (Children's Waiver),,97761,,15 Minutes,0,0,0.00
AuSable Valley,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0.00
AuSable Valley,Assessment or Health Services,,97802,,15 Minutes,0,0,0.00
AuSable Valley,Assessment or Health Services,,97803,,15 Minutes,0,0,0.00
AuSable Valley,Health Services,,97804,,30 Minutes,0,0,0.00
AuSable Valley,Substance Abuse: Acupuncture,,97810,,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: Acupuncture,,97811,,Encounter,0,0,0.00
AuSable Valley,New Patient Evaluation and Management,,99201,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99201,U5,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0.00
AuSable Valley,New Patient Evaluation and Management,,99202,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99202,U5,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0.00
AuSable Valley,New Patient Evaluation and Management,,99203,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99203,U5,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0.00
AuSable Valley,New Patient Evaluation and Management,,99204,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99204,U5,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0.00
AuSable Valley,New Patient Evaluation and Management,,99205,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99205,U5,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0.00
AuSable Valley,Established Patient Evaluation and Management,,99211,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99211,U5,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0.00
AuSable Valley,Established Patient Evaluation and Management,,99212,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99212,U5,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0.00
AuSable Valley,Established Patient Evaluation and Management,,99213,,Encounter,340,496,68213.00
AuSable Valley,Assessment for Autism,,99213,U5,Encounter,0,0,0.00
AuSable Valley,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0.00
AuSable Valley,Established Patient Evaluation and Management,,99214,,Encounter,41,84,14697.00
AuSable Valley,Assessment for Autism,,99214,U5,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0.00
AuSable Valley,Established Patient Evaluation and Management,,99215,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99215,U5,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0.00
AuSable Valley,Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0.00
AuSable Valley,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0.00
AuSable Valley,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0.00
AuSable Valley,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0.00
AuSable Valley,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0.00
AuSable Valley,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0.00
AuSable Valley,Additional Codes-Physician Services,,99231,,15 Minutes,0,0,0.00
AuSable Valley,Additional Codes-Physician Services,,99232,,25 minutes,0,0,0.00
AuSable Valley,Additional Codes-Physician Services,,99233,,35 Minutes,0,0,0.00
AuSable Valley,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0.00
AuSable Valley,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0.00
AuSable Valley,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0.00
AuSable Valley,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0.00
AuSable Valley,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0.00
AuSable Valley,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0.00
AuSable Valley,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0.00
AuSable Valley,Assessment,,99324,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99324,U5,Encounter,0,0,0.00
AuSable Valley,Assessment,,99325,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99325,U5,Encounter,0,0,0.00
AuSable Valley,Assessment,,99326,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99326,U5,Encounter,0,0,0.00
AuSable Valley,Assessment,,99327,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99327,U5,Encounter,0,0,0.00
AuSable Valley,Assessment,,99328,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99328,U5,Encounter,0,0,0.00
AuSable Valley,Assessment,,99334,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99334,U5,Encounter,0,0,0.00
AuSable Valley,Assessment,,99335,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99335,U5,Encounter,0,0,0.00
AuSable Valley,Assessment,,99336,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99336,U5,Encounter,0,0,0.00
AuSable Valley,Assessment,,99337,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99337,U5,Encounter,0,0,0.00
AuSable Valley,Assessment,,99341,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99341,U5,Encounter,0,0,0.00
AuSable Valley,Assessment,,99342,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99342,U5,Encounter,0,0,0.00
AuSable Valley,Assessment,,99343,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99343,U5,Encounter,0,0,0.00
AuSable Valley,Assessment,,99344,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99344,U5,Encounter,0,0,0.00
AuSable Valley,Assessment,,99345,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99345,U5,Encounter,0,0,0.00
AuSable Valley,Assessment,,99347,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99347,U5,Encounter,0,0,0.00
AuSable Valley,Assessment,,99348,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99348,U5,Encounter,0,0,0.00
AuSable Valley,Assessment,,99349,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99349,U5,Encounter,0,0,0.00
AuSable Valley,Assessment,,99350,,Encounter,0,0,0.00
AuSable Valley,Assessment for Autism,,99350,U5,Encounter,0,0,0.00
AuSable Valley,Medication Administration,,99506,,Encounter,0,0,0.00
AuSable Valley,Medication Management,,99605,,15 Minutes,0,0,0.00
AuSable Valley,Transportation,,A0080,,Per mile,0,0,0.00
AuSable Valley,Transportation,,A0090,,Per mile,0,0,0.00
AuSable Valley,Transportation,,A0100,,Per one-way trip,0,0,0.00
AuSable Valley,Substance Abuse: Transportation,,A0100,,Per one-way trip,0,0,0.00
AuSable Valley,Transportation,,A0110,,Per one-way trip,0,0,0.00
AuSable Valley,Substance Abuse: Transportation,,A0110,HF,Per one-way trip,0,0,0.00
AuSable Valley,Transportation,,A0120,,Per one-way trip,0,0,0.00
AuSable Valley,Transportation,,A0130,,Per one-way trip,0,0,0.00
AuSable Valley,Transportation,,A0140,,Per one-way trip,0,0,0.00
AuSable Valley,Transportation,,A0170,,,0,0,0.00
AuSable Valley,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0.00
AuSable Valley,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0.00
AuSable Valley,Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0.00
AuSable Valley,Activity Therapy (Children's Waiver),,G0176,,Encounter,0,0,0.00
AuSable Valley,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0.00
AuSable Valley,Substance Abuse: Recovery Support Services,,G0409,,15 Minutes,0,0,0.00
AuSable Valley,Substance Abuse: Individual Assessment,,H0001,,Encounter,0,0,0.00
AuSable Valley,Assessment,,H0002,,Encounter,1,1,104.00
AuSable Valley,Substance Abuse: Laboratory,,H0003,,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0.00
AuSable Valley,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: Case Management,,H0006,,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0.00
AuSable Valley,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0.00
AuSable Valley,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0.00
AuSable Valley,Substance Abuse: Outpatient Care,906,H0015,,Day,0,0,0.00
AuSable Valley,Crisis Residential Services,,H0018,,Day,1,3,909.00
AuSable Valley,Substance Abuse: Residential,1002,H0018,HF,Day,0,0,0.00
AuSable Valley,Substance Abuse: Residential,1002,H0019,HF,Day,0,0,0.00
AuSable Valley,Substance Abuse: Methadone,,H0020,,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: Early Intervention,,H0022,,Encounter,0,0,0.00
AuSable Valley,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0.00
