CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfMIA-Cases,SumOfMIA-Units,SumOfMIA-Cost
AuSable Valley,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0.00
AuSable Valley,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0.00
AuSable Valley,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0.00
AuSable Valley,Drug Screen for Methadone Clients Only,,80100,,Per Screen,0,0,0.00
AuSable Valley,Drug Screen for Methadone Clients Only,,80101,,Per Screen,0,0,0.00
AuSable Valley,Drug Screen for Methadone Clients Only,,80300,,per date of service,0,0,0.00
AuSable Valley,Drug Screen for Methadone Clients Only,,80301,,per date of service,0,0,0.00
AuSable Valley,Drug Screen for Methadone Clients Only,,80302,,each procedure,0,0,0.00
AuSable Valley,Drug Screen for Methadone Clients Only,,80303,,per date of service,0,0,0.00
AuSable Valley,Drug Screen for Methadone Clients Only,,80304,,each procedure,0,0,0.00
AuSable Valley,Interactive Complexity - Add On Code,,90785,,,0,0,0.00
AuSable Valley,Interactive Complexity - Add On Code - SUD,,90785,HF,,0,0,0.00
AuSable Valley,Assessment,,90791,,Encounter,0,0,0.00
AuSable Valley,Assessment,,90792,,Encounter,269,269,115104.00
AuSable Valley,Mental Health: Outpatient Care,,90832,,30 Minutes,269,349,34071.00
AuSable Valley,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0.00
AuSable Valley,Assessment,,90833,,30 Minutes,0,0,0.00
AuSable Valley,Mental Health: Outpatient Care,,90834,,45 Minutes,488,760,124604.00
AuSable Valley,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0.00
AuSable Valley,Assessment,,90836,,45 Minutes,0,0,0.00
AuSable Valley,Mental Health: Outpatient Care,,90837,,60 Minutes,513,1029,287440.00
AuSable Valley,Substance abuse: Outpatient Care,,90837,HF,60 Minutes,0,0,0.00
AuSable Valley,Assessment,,90838,,60 Minutes,0,0,0.00
AuSable Valley,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,0,0,0.00
AuSable Valley,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0.00
AuSable Valley,Therapy-Family Therapy,,90846,,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0.00
AuSable Valley,Therapy-Family Therapy,,90847,,Encounter,9,12,2144.00
AuSable Valley,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,,Encounter,0,0,0.00
AuSable Valley,Therapy-Family Therapy,,90849,,Encounter,0,0,0.00
AuSable Valley,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0.00
AuSable Valley,Therapy-Group Therapy,,90853,,Encounter,128,396,27681.00
AuSable Valley,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0.00
AuSable Valley,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0.00
AuSable Valley,Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0.00
AuSable Valley,Assessments-Other,,90887,,Encounter,1,1,193.00
AuSable Valley,Speech & Language Therapy,,92507,,Encounter,0,0,0.00
AuSable Valley,Speech & Language Therapy,,92508,,Encounter,0,0,0.00
AuSable Valley,Speech & Language Therapy,,92521,,Encounter,0,0,0.00
AuSable Valley,Speech & Language Therapy,,92522,,Encounter,0,0,0.00
AuSable Valley,Speech & Language Therapy,,92523,,Encounter,0,0,0.00
AuSable Valley,Speech & Language Therapy,,92524,,Encounter,0,0,0.00
AuSable Valley,Speech & Language Therapy,,92526,,Encounter,0,0,0.00
AuSable Valley,Speech & Language Therapy,,92610,,Encounter,0,0,0.00
AuSable Valley,Psychological Testing PSYCH/PHYS,,96101,,Per Hour,7,77,16009.00
AuSable Valley,Psychological Testing by Technician,,96102,,Per Hour,0,0,0.00
AuSable Valley,Psychological Testing by Comp,,96103,,Per Hour,0,0,0.00
AuSable Valley,Assessments-Other,,96105,,Encounter,0,0,0.00
AuSable Valley,Assessments-Other,,96110,,Encounter,0,0,0.00
AuSable Valley,Assessments-Other,,96111,,Encounter,0,0,0.00
AuSable Valley,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0.00
AuSable Valley,Neuropsych test by Psych/Phys,,96118,,Per Hour,0,0,0.00
AuSable Valley,Neuropsych test by Tech,,96119,,Per Hour,0,0,0.00
AuSable Valley,Neuropsych test Admin w/Comp,,96120,,Per Hour,0,0,0.00
AuSable Valley,Assessments-Other,,96127,,,0,0,0.00
AuSable Valley,Medication Administration,,96372,,Encounter,0,0,0.00
AuSable Valley,Physical Therapy,,97001,,Encounter,0,0,0.00
AuSable Valley,Physical Therapy,,97002,,Encounter,0,0,0.00
AuSable Valley,Occupational Therapy,,97003,,Encounter,0,0,0.00
AuSable Valley,Occupational Therapy,,97004,,Encounter,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97110,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97150,,Encounter,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97530,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0.00
AuSable Valley,Occupational Therapy,,97755,,15 Minutes,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0.00
AuSable Valley,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0.00
AuSable Valley,Assessment or Health Services,,97802,,15 Minutes,0,0,0.00
AuSable Valley,Assessment or Health Services,,97803,,15 Minutes,0,0,0.00
AuSable Valley,Health Services,,97804,,30 Minutes,0,0,0.00
AuSable Valley,Substance Abuse: Acupuncture,,97810,,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: Acupuncture,,97811,,Encounter,0,0,0.00
AuSable Valley,New Patient Evaluation and Management,,99201,,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0.00
AuSable Valley,New Patient Evaluation and Management,,99202,,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0.00
AuSable Valley,New Patient Evaluation and Management,,99203,,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0.00
AuSable Valley,New Patient Evaluation and Management,,99204,,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0.00
AuSable Valley,New Patient Evaluation and Management,,99205,,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0.00
AuSable Valley,Established Patient Evaluation and Management,,99211,,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0.00
AuSable Valley,Established Patient Evaluation and Management,,99212,,Encounter,3,3,437.00
AuSable Valley,Substance Abuse: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0.00
AuSable Valley,Established Patient Evaluation and Management,,99213,,Encounter,922,1351,185799.00
AuSable Valley,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0.00
AuSable Valley,Established Patient Evaluation and Management,,99214,,Encounter,12,21,3674.00
AuSable Valley,Substance Abuse: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0.00
AuSable Valley,Established Patient Evaluation and Management,,99215,,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0.00
AuSable Valley,Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0.00
AuSable Valley,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0.00
AuSable Valley,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0.00
AuSable Valley,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0.00
AuSable Valley,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0.00
AuSable Valley,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0.00
AuSable Valley,Additional Codes-Physician Services,,99231,,15 Minutes,0,0,0.00
AuSable Valley,Additional Codes-Physician Services,,99232,,25 minutes,0,0,0.00
AuSable Valley,Additional Codes-Physician Services,,99233,,35 Minutes,0,0,0.00
AuSable Valley,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0.00
AuSable Valley,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0.00
AuSable Valley,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0.00
AuSable Valley,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0.00
AuSable Valley,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0.00
AuSable Valley,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0.00
AuSable Valley,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0.00
AuSable Valley,Assessment,,99324,,Encounter,0,0,0.00
AuSable Valley,Assessment,,99325,,Encounter,0,0,0.00
AuSable Valley,Assessment,,99326,,Encounter,0,0,0.00
AuSable Valley,Assessment,,99327,,Encounter,0,0,0.00
AuSable Valley,Assessment,,99328,,Encounter,0,0,0.00
AuSable Valley,Assessment,,99334,,Encounter,0,0,0.00
AuSable Valley,Assessment,,99335,,Encounter,0,0,0.00
AuSable Valley,Assessment,,99336,,Encounter,0,0,0.00
AuSable Valley,Assessment,,99337,,Encounter,0,0,0.00
AuSable Valley,Assessment,,99341,,Encounter,0,0,0.00
AuSable Valley,Assessment,,99342,,Encounter,0,0,0.00
AuSable Valley,Assessment,,99343,,Encounter,0,0,0.00
AuSable Valley,Assessment,,99344,,Encounter,0,0,0.00
AuSable Valley,Assessment,,99345,,Encounter,0,0,0.00
AuSable Valley,Assessment,,99347,,Encounter,0,0,0.00
AuSable Valley,Assessment,,99348,,Encounter,0,0,0.00
AuSable Valley,Assessment,,99349,,Encounter,0,0,0.00
AuSable Valley,Assessment,,99350,,Encounter,0,0,0.00
AuSable Valley,Medication Administration,,99506,,Encounter,0,0,0.00
AuSable Valley,Medication Management,,99605,,15 Minutes,0,0,0.00
AuSable Valley,Transportation,,A0080,,Per mile,0,0,0.00
AuSable Valley,Transportation,,A0090,,Per mile,0,0,0.00
AuSable Valley,Transportation,,A0100,,Per one-way trip,0,0,0.00
AuSable Valley,Substance Abuse: Transportation,,A0100,,Per one-way trip,0,0,0.00
AuSable Valley,Transportation,,A0110,,Per one-way trip,0,0,0.00
AuSable Valley,Substance Abuse: Transportation,,A0110,HF,Per one-way trip,0,0,0.00
AuSable Valley,Transportation,,A0120,,Per one-way trip,0,0,0.00
AuSable Valley,Transportation,,A0130,,Per one-way trip,0,0,0.00
AuSable Valley,Transportation,,A0140,,Per one-way trip,0,0,0.00
AuSable Valley,Transportation,,A0170,,,0,0,0.00
AuSable Valley,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0.00
AuSable Valley,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0.00
AuSable Valley,Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0.00
AuSable Valley,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0.00
AuSable Valley,Substance Abuse: Recovery Support Services,,G0409,,15 Minutes,0,0,0.00
AuSable Valley,Substance Abuse: Individual Assessment,,H0001,,Encounter,0,0,0.00
AuSable Valley,Assessment,,H0002,,Encounter,84,87,9047.00
AuSable Valley,Substance Abuse: Laboratory,,H0003,,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0.00
AuSable Valley,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: Case Management,,H0006,,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0.00
AuSable Valley,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0.00
AuSable Valley,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0.00
AuSable Valley,Substance Abuse: Outpatient Care,906,H0015,,Day,0,0,0.00
AuSable Valley,Crisis Residential Services,,H0018,,Day,39,126,38175.00
AuSable Valley,Substance Abuse: Residential,1002,H0018,HF,Day,0,0,0.00
AuSable Valley,Substance Abuse: Residential,1002,H0019,HF,Day,0,0,0.00
AuSable Valley,Substance Abuse: Methadone,,H0020,,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: Early Intervention,,H0022,,Encounter,0,0,0.00
AuSable Valley,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0.00
AuSable Valley,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0.00
AuSable Valley,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0.00
AuSable Valley,Crisis Intervention,,H0030,,Per Service,0,0,0.00
AuSable Valley,Assessment,,H0031,,Encounter,657,660,188127.00
AuSable Valley,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,0,0,0.00
AuSable Valley,Treatment Planning,,H0032,,Encounter,0,0,0.00
AuSable Valley,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,828,850,83102.00
AuSable Valley,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0.00
AuSable Valley,Health Services,,H0034,,15 Minutes,0,0,0.00
AuSable Valley,Home Based Services,,H0036,,15 Minutes,24,432,23512.00
AuSable Valley,Home Based Services,,H0036,ST,15 Minutes,0,0,0.00
AuSable Valley,Peer Directed and Operated Support Services,,H0038,,15 minutes,0,0,0.00
AuSable Valley,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0.00
AuSable Valley,Substance Abuse: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0.00
AuSable Valley,Peer Directed and Operated Support Services,,NA,,,0,0,0.00
AuSable Valley,Assertive Community Treatment (ACT),,H0039,,15 Minutes,483,8638,689927.00
AuSable Valley,Community Living Supports in Independent living/own home,,H0043,,Per diem,20,1331,333514.00
AuSable Valley,Respite,,H0045,,Day,0,0,0.00
AuSable Valley,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: Laboratory,,H0048,,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0.00
AuSable Valley,Behavior Treatment Plan Review,,H2000,,Encounter,0,0,0.00
AuSable Valley,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,0,0,0.00
AuSable Valley,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0.00
AuSable Valley,Crisis Intervention,,H2011,,15 Minutes,461,2069,117105.00
AuSable Valley,"Substance Abuse: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0.00
AuSable Valley,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,154,6804,41713.00
AuSable Valley,Community Living Supports (15 Minutes),,H2015,,15 Minutes,246,8555,78565.00
AuSable Valley,Community Living Supports (Daily),,H2016,,Per Diem,0,0,0.00
AuSable Valley,Community Living Supports (Daily),,H2016,TF,Per Diem,25,2206,325637.00
AuSable Valley,Community Living Supports (Daily),,H2016,TG,Per Diem,19,1278,290672.00
AuSable Valley,Behavior Services,,H2019,,15 Minutes,0,0,0.00
AuSable Valley,Behavior Services,,H2019,TT,15 Minutes,0,0,0.00
AuSable Valley,Crisis Intervention,,H2020,,Day,0,0,0.00
AuSable Valley,Wraparound,,H2021,,15 Minutes,0,0,0.00
AuSable Valley,Wraparound (SED Waiver),,H2022,,Day,0,0,0.00
AuSable Valley,Wraparound (SED Waiver),,H2022,TT,Day,0,0,0.00
AuSable Valley,Supported Employment Services,,H2023,,15 minutes,113,4632,84692.00
AuSable Valley,Mental Health Therapy,,H2027,,15 Minutes,0,0,0.00
AuSable Valley,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0.00
AuSable Valley,Clubhouse Psychosocial Rehabilitation Programs,,H2030,,15 Minutes,0,0,0.00
AuSable Valley,Home Based Services,,H2033,,15 Minutes,0,0,0.00
AuSable Valley,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0.00
AuSable Valley,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0.00
AuSable Valley,Medication Review,,M0064,,"Encounter Face-to-Face, generally less than 10 minutes",0,0,0.00
AuSable Valley,Transportation,,S0209,,Per Mile,0,0,0.00
AuSable Valley,Transportation,,S0215,,Per Mile,0,0,0.00
AuSable Valley,Substance Abuse Services: Transportation,,S0215,HF,Per Mile,0,0,0.00
AuSable Valley,Family Training - EBP,,S5110,,15 Minutes,0,0,0.00
AuSable Valley,Family Training,,S5111,,Encounter,24,58,11709.00
AuSable Valley,Family Training,,S5111,HA,Encounter,0,0,0.00
AuSable Valley,Family Training,,S5111,HM,Encounter,0,0,0.00
AuSable Valley,Foster Care,,S5140,,Day,0,0,0.00
AuSable Valley,Foster Care,,S5145,,Day,0,0,0.00
AuSable Valley,Respite,,S5150,,15 Minutes,0,0,0.00
AuSable Valley,Respite,,S5151,,Per Diem,0,0,0.00
AuSable Valley,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0.00
AuSable Valley,Personal Emergency Response System (PERS),,S5161,,Month,0,0,0.00
AuSable Valley,Environmental Modification,,S5165,,Service,0,0,0.00
AuSable Valley,Enhanced Medical Equipment-Supplies,,S5199,,Item,0,0,0.00
AuSable Valley,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0.00
AuSable Valley,Health Services,,S9445,,Encounter,0,0,0.00
AuSable Valley,Health Services,,S9446,,Encounter,0,0,0.00
AuSable Valley,Health Services,,S9470,,Encounter,0,0,0.00
AuSable Valley,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0.00
AuSable Valley,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0.00
AuSable Valley,Residential Room and Board,,S9976,,Day,0,0,0.00
AuSable Valley,Substance Abuse Services: Residential Room and Board,,S9976,HF,Day,0,0,0.00
AuSable Valley,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0.00
AuSable Valley,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0.00
AuSable Valley,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0.00
AuSable Valley,Assessment,,T1001,,Encounter,20,20,2026.00
AuSable Valley,Health Services,,T1002,,Up to 15 min,48,392,10178.00
AuSable Valley,Respite Care,,T1005,,15 Minutes,0,0,0.00
AuSable Valley,Respite Care,,T1005,TD,15 Minutes,0,0,0.00
AuSable Valley,Respite Care,,T1005,TE,15 Minutes,0,0,0.00
AuSable Valley,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,0,0,0.00
AuSable Valley,Substance Abuse: Treatment Planning,,T1007,HF,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: Child Sitting Services,,T1009,,Encounter,0,0,0.00
AuSable Valley,Substance Abuse: Recovery Support Services,,T1012,,Encounter,0,0,0.00
AuSable Valley,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0.00
AuSable Valley,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,8,85,6143.00
AuSable Valley,Targeted Case Management,,T1017,,15 minutes,588,6915,932459.00
AuSable Valley,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,0,0,0.00
AuSable Valley,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,39,3065,104392.00
AuSable Valley,Personal Care in Licensed Specialized Residential Setting,,T1020,TF,Day,0,0,0.00
AuSable Valley,Personal Care in Licensed Specialized Residential Setting,,T1020,TG,Day,6,358,60368.00
AuSable Valley,Assessments,,T1023,,Encounter,127,143,20886.00
AuSable Valley,Prevention Services - Direct Model,,T1027,,15 Minutes,0,0,0.00
