CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfMIA-Cases,SumOfMIA-Units,SumOfMIA-Cost,SumOfOther Cost,FirstOfMIA Unique Consumers
Allegan,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0,956
Allegan,Other,,,,,0,0,0,0,956
Allegan,Aggregate for 'J' Codes,,ALL,,,0,0,0,0,956
AuSable Valley,Local Psychiatric Hospital/IMD PT68 Bundled per diem,100,,PT68,Day,12,91,54810.39,98176.85,7015
AuSable Valley,Local Psychiatric Hospital/IMD PT68 Bundled per diem,100,,PT68,Day,0,0,0,0,7015
AuSable Valley,Local Psychiatric Hospital/IMD PT68 Physician costs excluded,"0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,7015
AuSable Valley,Local Psychiatric Hospital/IMD PT68 Physician costs excluded,"0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,7015
AuSable Valley,Local Psychiatric Hospital - Acute Community PT73 Bundled per diem,100,,PT73,Day,72,242,255380.28,331873.9,7015
AuSable Valley,Local Psychiatric Hospital - Acute Community PT73 Bundled per diem,100,,PT73,Day,0,0,0,0,7015
AuSable Valley,Local Psychiatric Hospital - Acute Community PT73 Physician costs excluded,"0114, 0124, 0134, 0154",,PT73,Day,104,104,45194.6,45194.6,7015
AuSable Valley,Local Psychiatric Hospital - Acute Community PT73 Physician costs excluded,"0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0,7015
AuSable Valley,Cost Estimates of Current Year IBNR/Accrual Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,0,0,7015
AuSable Valley,Cost Estimates of Current Year IBNR/Accrual Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,0,0,7015
AuSable Valley,Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0,0,7015
AuSable Valley,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0,0,7015
AuSable Valley,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0,0,7015
AuSable Valley,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0,7015
AuSable Valley,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0,7015
AuSable Valley,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0,0,7015
AuSable Valley,ECT Anesthesia,370,,,,0,0,0,0,7015
AuSable Valley,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0,0,7015
AuSable Valley,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0,0,7015
AuSable Valley,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0,7015
AuSable Valley,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0,7015
AuSable Valley,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0,0,7015
AuSable Valley,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0,0,7015
AuSable Valley,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0,7015
AuSable Valley,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0,7015
AuSable Valley,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0,0,7015
AuSable Valley,ECT Recovery Room,710,,,,0,0,0,0,7015
AuSable Valley,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0,7015
AuSable Valley,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0,0,7015
AuSable Valley,Crisis Observation Care,762,,,Hour,0,0,0,0,7015
AuSable Valley,Additional Codes-ECT Facility Charge,901,,,Encounter,0,0,0,0,7015
AuSable Valley,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,0,7015
AuSable Valley,Outpatient Partial Hospitalization,912,,,Day,0,0,0,0,7015
AuSable Valley,Outpatient Partial Hospitalization,913,,,Day,0,0,0,0,7015
AuSable Valley,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0,0,7015
AuSable Valley,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0,7015
AuSable Valley,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0,0,7015
AuSable Valley,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0,0,7015
AuSable Valley,Drug Screen for Methadone Clients Only,,80300,,per date of service,0,0,0,0,7015
AuSable Valley,Drug Screen for Methadone Clients Only,,80301,,per date of service,0,0,0,0,7015
AuSable Valley,Drug Screen for Methadone Clients Only,,80302,,each procedure,0,0,0,0,7015
AuSable Valley,Drug Screen for Methadone Clients Only,,80303,,per date of service ,0,0,0,0,7015
AuSable Valley,Drug Screen for Methadone Clients Only,,80304,,each procedure,0,0,0,0,7015
AuSable Valley,Interactive Complexity - Add On Code,,90785,,,0,0,0,0,7015
AuSable Valley,Interactive Complexity - Add On Code - SUD,,90785,HF,,0,0,0,0,7015
AuSable Valley,Assessment,,"90791
",,Encounter,9,9,4115.51,5030.07,7015
AuSable Valley,Assessment,,90792,,Encounter,187,187,67757.56,103798.81,7015
AuSable Valley,Mental Health: Outpatient Care,,90832,,30 Minutes,280,447,38507.78,63145.86,7015
AuSable Valley,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0,0,7015
AuSable Valley,Assessment,,90833,,30 Minutes,0,0,0,0,7015
AuSable Valley,Mental Health: Outpatient Care,,90834,,45 Minutes,445,1070,149323.56,214608.17,7015
AuSable Valley,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0,0,7015
AuSable Valley,Assessment,,90836,,45 Minutes,0,0,0,0,7015
AuSable Valley,Mental Health: Outpatient Care,,90837,,60 Minutes,480,1635,385271.5,777376.56,7015
AuSable Valley,Substance abuse: Outpatient Care,,90837,HF,60 Minutes,0,0,0,0,7015
AuSable Valley,Assessment,,90838,,60 Minutes,0,0,0,0,7015
AuSable Valley,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,0,0,0,0,7015
AuSable Valley,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0,0,7015
AuSable Valley,Therapy-Family Therapy,,90846,,Encounter,4,9,1339.76,10876.97,7015
AuSable Valley,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0,0,7015
AuSable Valley,Therapy-Family Therapy,,90847,,Encounter,7,7,1057.19,82158.61,7015
AuSable Valley,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,,Encounter,0,0,0,0,7015
AuSable Valley,Therapy-Family Therapy,,90849,,Encounter,0,0,0,0,7015
AuSable Valley,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0,0,7015
AuSable Valley,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0,0,7015
AuSable Valley,Therapy-Group Therapy,,90853,,Encounter,70,502,29862.02,29862.02,7015
AuSable Valley,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0,0,7015
AuSable Valley,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0,0,7015
AuSable Valley,Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0,0,7015
AuSable Valley,Assessments-Other,,90887,,Encounter,0,0,0,0,7015
AuSable Valley,Speech & Language Therapy ,,92507,,Encounter,0,0,0,0,7015
AuSable Valley,Speech & Language Therapy ,,92508,,Encounter,0,0,0,0,7015
AuSable Valley,Speech & Language Therapy ,,92521,,Encounter,0,0,0,0,7015
AuSable Valley,Speech & Language Therapy ,,92522,,Encounter,0,0,0,0,7015
AuSable Valley,Speech & Language Therapy ,,92523,,Encounter,0,0,0,0,7015
AuSable Valley,Speech & Language Therapy ,,92524,,Encounter,0,0,0,0,7015
AuSable Valley,Speech & Language Therapy ,,92526,,Encounter,0,0,0,0,7015
AuSable Valley,Speech & Language Therapy ,,92607,,First Hour,0,0,0,0,7015
AuSable Valley,Speech & Language Therapy ,,92608,,Each Additional  30 Minutes,0,0,0,0,7015
AuSable Valley,Speech & Language Therapy ,,92609,,Encounter,0,0,0,0,7015
AuSable Valley,Speech & Language Therapy ,,92610,,Encounter,0,0,0,0,7015
AuSable Valley,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,3,3,1217.57,9334.72,7015
AuSable Valley,Psychological Testing by Technician ,,96102,,Per Hour,0,0,0,0,7015
AuSable Valley,Psychological Testing by Comp ,,96103,,Per Hour,0,0,0,0,7015
AuSable Valley,Assessments-Other,,96105,,Encounter,0,0,0,0,7015
AuSable Valley,Assessments-Other,,96110,,Encounter,0,0,0,0,7015
AuSable Valley,Assessments-Other,,96111,,Encounter,0,0,0,0,7015
AuSable Valley,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0,0,7015
AuSable Valley,Neuropsych test by Psych/Phys ,,96118,,Per Hour,0,0,0,2748.79,7015
AuSable Valley,Neuropsych test by Tech ,,96119,,Per Hour,0,0,0,0,7015
AuSable Valley,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,0,0,7015
AuSable Valley,Assessments-Other,,96127,,,0,0,0,0,7015
AuSable Valley,Medication Administration,,96372,,Encounter,0,0,0,0,7015
AuSable Valley,Physical Therapy,,97001,,Encounter,0,0,0,0,7015
AuSable Valley,Physical Therapy,,97002,,Encounter,0,0,0,0,7015
AuSable Valley,Occupational Therapy,,97003,,Encounter,0,0,0,0,7015
AuSable Valley,Occupational Therapy,,97004,,Encounter,0,0,0,0,7015
AuSable Valley,Occupational or Physical Therapy,,97110,,15 Minutes,0,0,0,0,7015
AuSable Valley,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0,0,7015
AuSable Valley,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0,0,7015
AuSable Valley,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0,0,7015
AuSable Valley,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0,0,7015
AuSable Valley,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0,0,7015
AuSable Valley,Occupational or Physical Therapy,,97150,,Encounter,0,0,0,0,7015
AuSable Valley,Occupational or Physical Therapy,,97530,,15 Minutes,0,0,0,0,7015
AuSable Valley,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0,0,7015
AuSable Valley,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0,0,7015
AuSable Valley,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0,0,7015
AuSable Valley,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0,0,7015
AuSable Valley,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0,0,7015
AuSable Valley,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0,0,7015
AuSable Valley,Occupational Therapy,,97755,,15 Minutes,0,0,0,0,7015
AuSable Valley,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0,0,7015
AuSable Valley,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0,0,7015
AuSable Valley,Assessment or Health Services,,97802,,15 Minutes,0,0,0,0,7015
AuSable Valley,Assessment or Health Services,,97803,,15 Minutes,0,0,0,0,7015
AuSable Valley,Health Services,,97804,,30 Minutes,0,0,0,0,7015
AuSable Valley,Substance Abuse: Acupuncture,,97810,,Encounter,0,0,0,0,7015
AuSable Valley,Substance Abuse: Acupuncture,,97811,,Encounter,0,0,0,0,7015
AuSable Valley,New Patient Evaluation and Management,,99201,,Encounter,0,0,0,0,7015
AuSable Valley,Substance Abuse: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0,0,7015
AuSable Valley,New Patient Evaluation and Management,,99202,,Encounter,0,0,0,0,7015
AuSable Valley,Substance Abuse: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0,0,7015
AuSable Valley,New Patient Evaluation and Management,,99203,,Encounter,121,121,13556.74,14228.98,7015
AuSable Valley,Substance Abuse: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0,0,7015
AuSable Valley,New Patient Evaluation and Management,,99204,,Encounter,0,0,0,1703.69,7015
AuSable Valley,Substance Abuse: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0,0,7015
AuSable Valley,New Patient Evaluation and Management,,99205,,Encounter,1,1,18.06,4756.26,7015
AuSable Valley,Substance Abuse: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0,0,7015
AuSable Valley,Established Patient Evaluation and Management,,99211,,Encounter,22,206,4749.17,5394.69,7015
AuSable Valley,Substance Abuse: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0,0,7015
AuSable Valley,Established Patient Evaluation and Management,,99212,,Encounter,0,0,0,558.36,7015
AuSable Valley,Substance Abuse: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0,0,7015
AuSable Valley,Established Patient Evaluation and Management,,99213,,Encounter,546,2060,245016.22,313618.05,7015
AuSable Valley,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0,0,7015
AuSable Valley,Established Patient Evaluation and Management,,99214,,Encounter,9,16,2161.32,243109.74,7015
AuSable Valley,Substance Abuse: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0,0,7015
AuSable Valley,Established Patient Evaluation and Management,,99215,,Encounter,0,0,0,1099.71,7015
AuSable Valley,Substance Abuse: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0,0,7015
AuSable Valley,Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0,0,7015
AuSable Valley,Additional Codes-Physician Services,,99222,,50 Minutes,4,4,374.34,374.34,7015
AuSable Valley,Additional Codes-Physician Services,,99223,,70 Minutes,1,1,128.38,128.38,7015
AuSable Valley,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0,0,7015
AuSable Valley,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0,0,7015
AuSable Valley,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0,0,7015
AuSable Valley,Additional Codes-Physician Services,,99231,,15 Minutes,13,52,2123.54,2123.54,7015
AuSable Valley,Additional Codes-Physician Services,,99232,,25 minutes,6,9,549.63,549.63,7015
AuSable Valley,Additional Codes-Physician Services,,99233,,35 Minutes,1,2,244.68,244.68,7015
AuSable Valley,Physician Consultations,,99241,,15 Minutes,0,0,0,0,7015
AuSable Valley,Substance Abuse: New or Established Patient Evaluation and Management,,99241,HF,15 Minutes,0,0,0,0,7015
AuSable Valley,Physician Consultations,,99242,,30 Minutes,0,0,0,0,7015
AuSable Valley,Substance Abuse: New or Established Patient Evaluation and Management,,99242,HF,30 Minutes,0,0,0,0,7015
AuSable Valley,Physician Consultations,,99243,,40 Minutes,0,0,0,0,7015
AuSable Valley,Substance Abuse: New or Established Patient Evaluation and Management,,99243,HF,40 Minutes,0,0,0,0,7015
AuSable Valley,Physician Consultations,,99244,,60 Minutes,0,0,0,0,7015
AuSable Valley,Substance Abuse: New or Established Patient Evaluation and Management,,99244,HF,60 Minutes,0,0,0,0,7015
AuSable Valley,Physician Consultations,,99245,,80 Minutes,0,0,0,0,7015
AuSable Valley,Substance Abuse: New or Established Patient Evaluation and Management,,99245,HF,80 Minutes,0,0,0,0,7015
AuSable Valley,Physician Consultations,,99251,,20 Minutes,0,0,0,0,7015
AuSable Valley,Physician Consultations,,99252,,40 Minutes,0,0,0,0,7015
AuSable Valley,Physician Consultations,,99253,,55 Minutes,0,0,0,0,7015
AuSable Valley,Physician Consultations,,99254,,80 Minutes,0,0,0,0,7015
AuSable Valley,Physician Consultations,,99255,,110 Minutes,0,0,0,0,7015
AuSable Valley,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0,0,7015
AuSable Valley,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0,0,7015
AuSable Valley,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0,0,7015
AuSable Valley,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0,0,7015
AuSable Valley,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0,0,7015
AuSable Valley,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0,0,7015
AuSable Valley,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0,0,7015
AuSable Valley,Assessment,,99324,,Encounter,0,0,0,0,7015
AuSable Valley,Assessment,,99325,,Encounter,0,0,0,0,7015
AuSable Valley,Assessment,,99326,,Encounter,0,0,0,0,7015
AuSable Valley,Assessment,,99327,,Encounter,0,0,0,0,7015
AuSable Valley,Assessment,,99328,,Encounter,0,0,0,0,7015
AuSable Valley,Assessment,,99334,,Encounter,0,0,0,0,7015
AuSable Valley,Assessment,,99335,,Encounter,0,0,0,0,7015
AuSable Valley,Assessment,,99336,,Encounter,0,0,0,0,7015
AuSable Valley,Assessment,,99337,,Encounter,0,0,0,0,7015
AuSable Valley,Assessment,,99341,,Encounter,0,0,0,0,7015
AuSable Valley,Assessment,,99342,,Encounter,0,0,0,0,7015
AuSable Valley,Assessment,,99343,,Encounter,0,0,0,0,7015
AuSable Valley,Assessment,,99344,,Encounter,0,0,0,0,7015
AuSable Valley,Assessment,,99345,,Encounter,0,0,0,0,7015
AuSable Valley,Assessment,,99347,,Encounter,0,0,0,0,7015
AuSable Valley,Assessment,,99348,,Encounter,0,0,0,0,7015
AuSable Valley,Assessment,,99349,,Encounter,0,0,0,0,7015
AuSable Valley,Assessment,,99350,,Encounter,0,0,0,0,7015
AuSable Valley,Medication Administration,,99506,,Encounter,0,0,0,0,7015
AuSable Valley,Medication Management,,99605,,15 Minutes,0,0,0,0,7015
AuSable Valley,Transportation,,A0080,,Per mile,0,0,0,0,7015
AuSable Valley,Transportation,,A0090,,Per mile,0,0,0,0,7015
AuSable Valley,Transportation,,A0100,,Per one-way trip,0,0,0,0,7015
AuSable Valley,Substance Abuse: Transportation,,A0100,,Per one-way trip,0,0,0,0,7015
AuSable Valley,Transportation,,A0110,,Per one-way trip,0,0,0,0,7015
AuSable Valley,Substance Abuse: Transportation,,A0110,HF,Per one-way trip,0,0,0,0,7015
AuSable Valley,Transportation,,A0120,,Per one-way trip,0,0,0,0,7015
AuSable Valley,Transportation,,A0130,,Per one-way trip,0,0,0,0,7015
AuSable Valley,Transportation,,A0140,,Per one-way trip,0,0,0,0,7015
AuSable Valley,Transportation,,A0170,,,0,0,0,0,7015
AuSable Valley,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0,0,7015
AuSable Valley,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0,0,7015
AuSable Valley,Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0,0,7015
AuSable Valley,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0,0,7015
AuSable Valley,Substance Abuse: Recovery Support Services,,G0409,,15 Minutes,0,0,0,0,7015
AuSable Valley,Substance Abuse: Individual Assessment,,H0001,,Encounter,0,0,0,0,7015
AuSable Valley,Assessment ,,H0002,,Encounter,43,44,3812.5,3812.5,7015
AuSable Valley,Substance Abuse: Laboratory,,H0003,,Encounter,0,0,0,0,7015
AuSable Valley,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0,0,7015
AuSable Valley,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0,0,7015
AuSable Valley,Substance Abuse: Case Management,,H0006,,Encounter,0,0,0,0,7015
AuSable Valley,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0,0,7015
AuSable Valley,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0,0,7015
AuSable Valley,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0,0,7015
AuSable Valley,Substance Abuse: Outpatient Care,906,H0015,,Day,0,0,0,0,7015
AuSable Valley,Crisis Residential Services,,H0018,,Day,36,125,32998.12,32998.12,7015
AuSable Valley,Substance Abuse: Residential,1002,H0018,HF,Day,0,0,0,0,7015
AuSable Valley,Substance Abuse: Residential,1002,H0019,HF,Day,0,0,0,0,7015
AuSable Valley,Substance Abuse: Methadone,,H0020,,Encounter,0,0,0,0,7015
AuSable Valley,Substance Abuse: Early Intervention,,H0022,,Encounter,0,0,0,0,7015
AuSable Valley,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0,0,7015
AuSable Valley,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0,0,7015
AuSable Valley,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0,0,7015
AuSable Valley,Assessment ,,H0031,,Encounter,816,816,197381.45,329694.75,7015
AuSable Valley,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,0,0,0,0,7015
AuSable Valley,Treatment Planning,,H0032,,Encounter,268,268,18759.37,39618.67,7015
AuSable Valley,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,268,268,18759.37,49094.07,7015
AuSable Valley,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0,0,7015
