CMH Name,FirstOfService description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfMIC-Cases,SumOfMIC-Units,SumOfMIC-Cost,SumOfOther Cost,FirstOfMIC Unique Consumers
Allegan,Health Services,,S9470,,Encounter,0,0,0,0,316
Allegan,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0,0,316
Allegan,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0,0,316
Allegan,Residential Room and Board,,S9976,,Day,0,0,0,0,316
Allegan,Substance Use Disorder: Residential Room and Board,,S9976,HF,Day,0,0,0,0,316
Allegan,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0,0,316
Allegan,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0,17749.57,316
Allegan,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0,9842.8,316
Allegan,Assessment,,T1001,,Encounter,0,0,0,8192.23,316
Allegan,Health Services,,T1002,,Up to 15 min,0,0,0,30880.09,316
Allegan,Respite Care,,T1005,,15 Minutes,9,5781,18769.53,201487.37,316
Allegan,Respite Care,,T1005,TD,15 Minutes,0,0,0,0,316
Allegan,Respite Care,,T1005,TE,15 Minutes,0,0,0,7253.26,316
Allegan,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,2,297,964.65,16363.33,316
Allegan,Substance Use Disorder: Treatment Planning,,T1007,HF,Encounter,0,0,0,0,316
Allegan,Substance Use Disorder: Child Sitting Services,,T1009,,Encounter,0,0,0,0,316
Allegan,Substance Use Disorder: Recovery Support Services,,T1012,,Encounter,0,0,0,0,316
Allegan,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0,0,316
Allegan,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,26,214,22284.18,1588948.36,316
Allegan,Targeted Case Management ,,T1017,,15 minutes,22,352,36117.91,485289.11,316
Allegan,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,0,0,0,110264.1,316
Allegan,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,0,0,0,1808364.57,316
Allegan,Assessments,,T1023,,Encounter,62,79,14755.8,76207.18,316
Allegan,Prevention Services - Direct Model ,,T1027,,15 Minutes,0,0,0,0,316
Allegan,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,0,0,0,978.4,316
Allegan,Transportation,,T2001,,Encounter,0,0,0,0,316
Allegan,Substance Use Disorder: Transportation,,T2001,HF,Encounter,0,0,0,0,316
Allegan,Transportation,,T2002,,Per Diem,0,0,0,0,316
Allegan,Substance Use Disorder: Transportation,,T2002,HF,Per Diem,0,0,0,0,316
Allegan,Transportation,,T2003,,Encounter / Trip,0,0,0,0,316
Allegan,Substance Use Disorder: Transportation,,T2003,HF,Encounter / Trip,0,0,0,0,316
Allegan,Transportation,,T2004,,Encounter,0,0,0,0,316
Allegan,Substance Use Disorder: Transportation,,T2004,HF,Encounter,0,0,0,0,316
Allegan,Transportation,,T2005,,Encounter,0,0,0,0,316
Allegan,Substance Use Disorder: Transportation,,T2005,HF,Encounter,0,0,0,0,316
Allegan,Prevention Services - Direct Model ,,T2024,,,0,0,0,0,316
Allegan,Fiscal Intermediary Services,,T2025,,Month,7,58,4407.22,144598.89,316
Allegan,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0,0,316
Allegan,Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0,1130.98,316
Allegan,Respite Care,,T2036,,Per session. One night = one session,53,494,52570.3,83045.2,316
Allegan,Respite Care,,T2037,,Per session. One day/partial day = one session,1,2,419.74,2138.85,316
Allegan,Housing Assistance,,T2038,,Service,0,0,0,0,316
Allegan,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0,0,316
Allegan,Goods and Services ,,T5999,HK,Per Item,0,0,0,0,316
Allegan,Wraparound Services,,T5999,,Per Item,0,0,0,0,316
Allegan,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0,316
Allegan,Other,,,,,0,0,0,0,316
Allegan,Aggregate for 'J' Codes,,ALL,,,0,0,0,0,316
AuSable Valley,"Local Psychiatric Hospital/IMD PT68 
bundled per diem",100,,PT68,Day,7,57,51524,238508,2262
AuSable Valley,"Local Psychiatric Hospital/IMD PT68
bundled per diem",100,,PT68,Day,0,0,0,0,2262
AuSable Valley,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0,4552,2262
AuSable Valley,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,2,25,19893,187690,2262
AuSable Valley,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",100,,PT73,Day,0,0,0,0,2262
AuSable Valley,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",100,,PT73,Day,0,0,0,0,2262
AuSable Valley,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0,2262
AuSable Valley,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0,2262
AuSable Valley,Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,0,0,2262
AuSable Valley,Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,0,0,2262
AuSable Valley,Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0,0,2262
AuSable Valley,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0,0,2262
AuSable Valley,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0,0,2262
AuSable Valley,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0,2262
AuSable Valley,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0,2262
AuSable Valley,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0,0,2262
AuSable Valley,ECT Anesthesia,370,,,,0,0,0,0,2262
AuSable Valley,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0,0,2262
AuSable Valley,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0,0,2262
AuSable Valley,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0,2262
AuSable Valley,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0,2262
AuSable Valley,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0,0,2262
AuSable Valley,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0,0,2262
AuSable Valley,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0,2262
AuSable Valley,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0,2262
AuSable Valley,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0,0,2262
AuSable Valley,ECT Recovery Room,710,,,,0,0,0,0,2262
AuSable Valley,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0,2262
AuSable Valley,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0,0,2262
AuSable Valley,Crisis Observation Care,762,,,Hour,0,0,0,0,2262
AuSable Valley,Additional Codes-ECT Facility Charge,901,,,Encounter,0,0,0,0,2262
AuSable Valley,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,0,2262
AuSable Valley,Outpatient Partial Hospitalization,912,,,Day,0,0,0,0,2262
AuSable Valley,Outpatient Partial Hospitalization,913,,,Day,0,0,0,0,2262
AuSable Valley,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0,0,2262
AuSable Valley,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0,2262
AuSable Valley,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0,0,2262
AuSable Valley,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0,0,2262
AuSable Valley,ABA Behavior Identification Assessment,,0359T,U5,Encounter,7,14,5567,64016,2262
AuSable Valley,ABA Behavioral Follow-up Assessment,,0362T,U5,First 30 Minutes,0,0,0,97,2262
AuSable Valley,ABA Behavioral Follow-up Assessment,,0363T,U5,Each Additional 30 Minutes,0,0,0,679,2262
AuSable Valley,ABA Adaptive Treatment,,0364T,U5,First 30 Minutes,8,307,13921,441034,2262
AuSable Valley,ABA Adaptive Treatment,,0365T,U5,Each Additional 30 Minutes,4,742,23243,978530,2262
AuSable Valley,ABA Group Adaptive Behavior Treatment,,0366T,U5,First 30 Minutes,0,0,0,0,2262
AuSable Valley,ABA Group Adaptive Behavior Treatment,,0367T,U5,Each Additional 30 Minutes,0,0,0,0,2262
AuSable Valley,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0368T,U5,First 30 Minutes,3,77,5342,82909,2262
AuSable Valley,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0369T,U5,Each Additional 30 Minutes,3,773,29204,177774,2262
AuSable Valley,ABA Family Behavior Treatment Guidance,,0370T,U5,Encounter,6,79,11746,51880,2262
AuSable Valley,ABA Family Behavior Treatment Guidance,,0371T,U5,Encounter,0,0,0,0,2262
AuSable Valley,ABA Adaptive Behavior Treatment Social Skills Group,,0372T,U5,Encounter,0,0,0,0,2262
AuSable Valley,ABA Exposure Adaptive Behavior Treatment,,0373T,U5,First 60 Minutes,0,0,0,330,2262
AuSable Valley,ABA Exposure Adaptive Behavior Treatment,,0374T,U5,Each Additional 30 Minutes,0,0,0,1243,2262
AuSable Valley,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80300,,per date of service,0,0,0,0,2262
AuSable Valley,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80301,,per date of service,0,0,0,0,2262
AuSable Valley,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80302,,each procedure,0,0,0,0,2262
AuSable Valley,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80303,,per date of service ,0,0,0,0,2262
AuSable Valley,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80304,,each procedure,0,0,0,0,2262
AuSable Valley,Drug Screen,,80305,,Encounter,0,0,0,0,2262
AuSable Valley,Drug Screen,,80306,,Encounter,0,0,0,0,2262
AuSable Valley,Drug Screen,,80307,,Encounter,0,0,0,0,2262
AuSable Valley,Interactive Complexity - Add On Code,,90785,,Encounter,0,0,0,0,2262
AuSable Valley,Assessment for Autism,,90785,U5,Encounter,0,0,0,0,2262
AuSable Valley,Substance Abuse - Interactive Complexity - Add On Code,,90785,HF,Encounter,0,0,0,0,2262
AuSable Valley,Assessment,,"90791
",,Encounter,61,61,29304,96263,2262
AuSable Valley,Substance Use: Assessment,,90791,HF,Encounter,0,0,0,0,2262
AuSable Valley,Assessment for Autism,,90791,U5,Encounter,0,0,0,0,2262
AuSable Valley,Assessment,,90792,,Encounter,3,3,2180,8329,2262
AuSable Valley,Substance Use: Assessment,,90792,HF,Encounter,0,0,0,0,2262
AuSable Valley,Assessment for Autism,,90792,U5,Encounter,0,0,0,0,2262
AuSable Valley,Mental Health: Outpatient Care,,90832,,30 Minutes,86,153,17018,76566,2262
AuSable Valley,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0,0,2262
AuSable Valley,Assessment,,90833,,30 Minutes,0,0,0,0,2262
AuSable Valley,Mental Health: Outpatient Care,,90834,,45 Minutes,139,420,75296,301058,2262
AuSable Valley,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0,0,2262
AuSable Valley,Assessment,,90836,,45 Minutes,0,0,0,0,2262
AuSable Valley,Mental Health: Outpatient Care,,90837,,60 Minutes,280,1453,423950,992171,2262
AuSable Valley,Substance Use Disorder: Outpatient Care,,90837,HF,60 Minutes,0,0,0,0,2262
AuSable Valley,Assessment,,90838,,60 Minutes,0,0,0,0,2262
AuSable Valley,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,0,0,0,0,2262
AuSable Valley,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0,0,2262
AuSable Valley,Therapy-Family Therapy,,90846,,Encounter,17,358,96686,104359,2262
AuSable Valley,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0,0,2262
AuSable Valley,Therapy-Family Therapy,,90847,,Encounter,165,613,119158,131891,2262
AuSable Valley,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,HF,Encounter,0,0,0,0,2262
AuSable Valley,Therapy-Family Therapy,,90849,,Encounter,0,0,0,0,2262
AuSable Valley,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0,0,2262
AuSable Valley,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0,0,2262
AuSable Valley,Therapy-Group Therapy,,90853,,Encounter,17,172,13513,37142,2262
AuSable Valley,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0,0,2262
AuSable Valley,Pharmacological Management (SED Waiver),,90863,,,0,0,0,0,2262
AuSable Valley,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0,0,2262
AuSable Valley,Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0,0,2262
AuSable Valley,Assessments-Other,,90887,,Encounter,0,0,0,0,2262
AuSable Valley,Speech & Language Therapy ,,92507,,Encounter,0,0,0,0,2262
AuSable Valley,Speech & Language Therapy ,,92508,,Encounter,0,0,0,0,2262
AuSable Valley,Speech & Language Therapy ,,92521,,Encounter,0,0,0,0,2262
AuSable Valley,Speech & Language Therapy ,,92522,,Encounter,0,0,0,0,2262
AuSable Valley,Speech & Language Therapy ,,92523,,Encounter,0,0,0,0,2262
AuSable Valley,Speech & Language Therapy ,,92524,,Encounter,0,0,0,0,2262
AuSable Valley,Speech & Language Therapy ,,92526,,Encounter,0,0,0,0,2262
AuSable Valley,Speech & Language Therapy ,,92607,,First Hour,0,0,0,0,2262
AuSable Valley,Speech & Language Therapy ,,92608,,Each Additional  30 Minutes,0,0,0,0,2262
AuSable Valley,Speech & Language Therapy ,,92609,,Encounter,0,0,0,0,2262
AuSable Valley,Speech & Language Therapy ,,92610,,Encounter,0,0,0,0,2262
AuSable Valley,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,7,16,849,6793,2262
AuSable Valley,Assessment for Autism,,96101,U5,Hour,25,31,13163.22,22929.22,2262
AuSable Valley,Psychological Testing by Technician ,,96102,,Per Hour,0,0,0,0,2262
AuSable Valley,Assessment for Autism,,96102,U5,Hour,0,0,0,0,2262
AuSable Valley,Psychological Testing by Comp ,,96103,,Per Hour,0,0,0,0,2262
AuSable Valley,Assessments-Other,,96105,,Encounter,0,0,0,0,2262
AuSable Valley,Assessments-Other,,96110,,Encounter,0,0,0,0,2262
AuSable Valley,Assessments-Other,,96111,,Encounter,0,0,0,0,2262
AuSable Valley,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0,0,2262
AuSable Valley,Neuropsych test by Psych/Phys ,,96118,,Per Hour,0,0,0,0,2262
AuSable Valley,Assessment for Autism,,96118,U5,Hour,0,0,0,0,2262
AuSable Valley,Neuropsych test by Tech ,,96119,,Per Hour,0,0,0,0,2262
AuSable Valley,Assessment for Autism,,96119,U5,Hour,0,0,0,0,2262
AuSable Valley,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,0,0,2262
AuSable Valley,Assessments-Other,,96127,,,0,0,0,0,2262
AuSable Valley,Medication Administration,,96372,,Encounter,0,0,0,0,2262
AuSable Valley,Physical Therapy - Note: retired 1/1/17,,97001,,Encounter,0,0,0,0,2262
AuSable Valley,Physical Therapy - Note: retired 1/1/17,,97002,,Encounter,0,0,0,0,2262
AuSable Valley,Occupational Therapy - Note: retired 1/1/17,,97003,,Encounter,0,0,0,0,2262
AuSable Valley,Occupational Therapy - Note: retired 1/1/17,,97004,,Encounter,0,0,0,0,2262
AuSable Valley,Occupational or Physical Therapy,,97110,,15 Minutes,0,0,0,0,2262
AuSable Valley,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0,0,2262
AuSable Valley,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0,0,2262
AuSable Valley,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0,0,2262
AuSable Valley,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0,0,2262
AuSable Valley,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0,0,2262
AuSable Valley,Occupational or Physical Therapy,,97150,,Encounter,0,0,0,0,2262
AuSable Valley,Physical Therapy,,97161,,Encounter,0,0,0,0,2262
AuSable Valley,Physical Therapy,,97162,,Encounter,0,0,0,0,2262
AuSable Valley,Physical Therapy,,97163,,Encounter,0,0,0,134,2262
AuSable Valley,Physical Therapy,,97164,,Encounter,0,0,0,0,2262
AuSable Valley,Occupational Therapy,,97165,,Encounter,0,0,0,0,2262
AuSable Valley,Occupational Therapy,,97166,,Encounter,0,0,0,0,2262
AuSable Valley,Occupational Therapy,,97167,,Encounter,0,0,0,0,2262
AuSable Valley,Occupational Therapy,,97168,,Encounter,0,0,0,0,2262
AuSable Valley,Occupational or Physical Therapy,,97530,,15 Minutes,0,0,0,0,2262
AuSable Valley,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0,0,2262
AuSable Valley,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0,0,2262
AuSable Valley,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0,0,2262
AuSable Valley,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0,0,2262
AuSable Valley,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0,0,2262
AuSable Valley,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0,0,2262
AuSable Valley,Occupational Therapy,,97755,,15 Minutes,0,0,0,0,2262
AuSable Valley,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0,0,2262
AuSable Valley,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0,0,2262
AuSable Valley,Assessment or Health Services,,97802,,15 Minutes,0,0,0,0,2262
AuSable Valley,Assessment or Health Services,,97803,,15 Minutes,0,0,0,0,2262
AuSable Valley,Health Services,,97804,,30 Minutes,0,0,0,0,2262
AuSable Valley,Substance Use Disorder: Acupuncture,,97810,,Encounter,0,0,0,0,2262
AuSable Valley,Substance Use Disorder: Acupuncture,,97811,,Encounter,0,0,0,0,2262
AuSable Valley,New Patient Evaluation and Management,,99201,,Encounter,0,0,0,0,2262
AuSable Valley,Substance Use Disorder: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0,0,2262
AuSable Valley,New Patient Evaluation and Management,,99202,,Encounter,0,0,0,0,2262
AuSable Valley,Substance Use Disorder: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0,0,2262
AuSable Valley,New Patient Evaluation and Management,,99203,,Encounter,0,1,90,8897,2262
AuSable Valley,Substance Use Disorder: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0,0,2262
AuSable Valley,New Patient Evaluation and Management,,99204,,Encounter,4,26,3852,6603,2262
AuSable Valley,Substance Use Disorder: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0,0,2262
AuSable Valley,New Patient Evaluation and Management,,99205,,Encounter,8,57,8871,9924,2262
AuSable Valley,Substance Use Disorder: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0,0,2262
AuSable Valley,Established Patient Evaluation and Management,,99211,,Encounter,0,0,0,6132,2262
AuSable Valley,Substance Use Disorder: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0,0,2262
AuSable Valley,Established Patient Evaluation and Management,,99212,,Encounter,0,0,0,435,2262
AuSable Valley,Substance Use Disorder: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0,0,2262
AuSable Valley,Established Patient Evaluation and Management,,99213,,Encounter,0,2,366,292505,2262
AuSable Valley,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0,0,2262
AuSable Valley,Established Patient Evaluation and Management,,99214,,Encounter,192,1190,199665,260335,2262
AuSable Valley,Substance Use Disorder: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0,0,2262
AuSable Valley,Established Patient Evaluation and Management,,99215,,Encounter,45,87,16190,20789,2262
AuSable Valley,Substance Use Disorder: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0,0,2262
AuSable Valley,Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0,0,2262
AuSable Valley,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0,2293,2262
AuSable Valley,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0,107,2262
AuSable Valley,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0,0,2262
AuSable Valley,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0,0,2262
AuSable Valley,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0,0,2262
AuSable Valley,Additional Codes-Physician Services,,99231,,15 Minutes,0,0,0,5130,2262
AuSable Valley,Additional Codes-Physician Services,,99232,,25 minutes,0,0,0,1654,2262
AuSable Valley,Additional Codes-Physician Services,,99233,,35 Minutes,0,0,0,0,2262
AuSable Valley,Substance Use Disorder: Physician Consultations,,99241,HF,15 Minutes,0,0,0,0,2262
