CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfDD-Cases,SumOfDD-Units,SumOfDD-Cost,SumOfOther Cost
Allegan,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0,35754
Allegan,Assessment,,T1001,,Encounter,1,1,200,546
Allegan,Health Services,,T1002,,Up to 15 min,5,109,5027,5725
Allegan,Respite Care,,T1005,,15 Minutes,77,49592,199702,220761
Allegan,Respite Care,,T1005,TD,15 Minutes,1,72,676,676
Allegan,Respite Care,,T1005,TE,15 Minutes,3,2039,16234,16234
Allegan,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,10,5161,11260,13105
Allegan,Substance Use Disorder: Treatment Planning,,T1007,HF,Encounter,0,0,0,0
Allegan,Substance Use Disorder: Child Sitting Services,,T1009,,Encounter,0,0,0,0
Allegan,Substance Use Disorder: Recovery Support Services,,T1012,,Encounter,0,0,0,0
Allegan,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0,0
Allegan,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,503,7934,937859,1145587
Allegan,Targeted Case Management ,,T1017,,15 minutes,18,393,38138,440913
Allegan,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,10,148,14770,67403
Allegan,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,85,24802,1721445,2138554
Allegan,Assessments,,T1023,,Encounter,13,21,3615,72119
Allegan,Prevention Services - Direct Model ,,T1027,,15 Minutes,0,0,0,0
Allegan,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,2,25,816,816
Allegan,Transportation,,T2001,,Encounter,0,0,0,0
Allegan,Substance Use Disorder: Transportation,,T2001,HF,Encounter,0,0,0,0
Allegan,Transportation,,T2002,,Per Diem,0,0,0,0
Allegan,Substance Use Disorder: Transportation,,T2002,HF,Per Diem,0,0,0,0
Allegan,Transportation,,T2003,,Encounter / Trip,0,0,0,0
Allegan,Substance Use Disorder: Transportation,,T2003,HF,Encounter / Trip,0,0,0,0
Allegan,Transportation,,T2004,,Encounter,0,0,0,0
Allegan,Substance Use Disorder: Transportation,,T2004,HF,Encounter,0,0,0,0
Allegan,Transportation,,T2005,,Encounter,0,0,0,0
Allegan,Substance Use Disorder: Transportation,,T2005,HF,Encounter,0,0,0,0
Allegan,Out of Home Prevocational Service,,T2015,,Hour,0,0,0,0
Allegan,Targeted Case Management (Children's Waiver),,T2023,,Month,0,0,0,0
Allegan,Prevention Services - Direct Model ,,T2024,,,0,0,0,0
Allegan,Fiscal Intermediary Services,,T2025,,Month,139,1211,140441,157537
Allegan,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0,0
Allegan,Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0,0
Allegan,Respite Care,,T2036,,Per session. One night = one session,30,269,41573,77213
Allegan,Respite Care,,T2037,,Per session. One day/partial day = one session,4,28,2015,2015
Allegan,Housing Assistance,,T2038,,Service,0,0,0,0
Allegan,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0,0
Allegan,Goods and Services ,,T5999,HK,Per Item,0,0,0,0
Allegan,Wraparound Services,,T5999,,Per Item,0,0,0,0
Allegan,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0
Allegan,Other,,,,,0,0,0,0
Allegan,Aggregate for 'J' Codes,,ALL,,,0,0,0,2267
AuSable Valley,"Local Psychiatric Hospital/IMD PT68 
bundled per diem",0100,,PT68,Day,0,0,0,0
AuSable Valley,"Local Psychiatric Hospital/IMD PT68
bundled per diem",0100,,PT68,Day,0,0,0,0
AuSable Valley,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0
AuSable Valley,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0
AuSable Valley,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",0100,,PT73,Day,3,12,12184,519231
AuSable Valley,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",0100,,PT73,Day,0,0,0,0
AuSable Valley,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,3,26,20430,207406
AuSable Valley,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0
AuSable Valley,Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,0,0
AuSable Valley,Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,0,0
AuSable Valley,Inpatient Hospital Ancillary Services - Room and Board,0144,,,Day,0,0,0,0
AuSable Valley,Inpatient Hospital Ancillary Services - Leave of Absence,0183,,,Day,0,0,0,0
AuSable Valley,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0,0
AuSable Valley,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0
AuSable Valley,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0
AuSable Valley,Inpatient Hospital Ancillary Services - Radiology,0320,,,# of tests,0,0,0,0
AuSable Valley,ECT Anesthesia,0370,,,,0,0,0,0
AuSable Valley,Inpatient Hospital Ancillary Services - Respiratory Services,0410,,,# of treatments,0,0,0,0
AuSable Valley,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0,0
AuSable Valley,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0
AuSable Valley,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0
AuSable Valley,Inpatient Hospital Ancillary Services - Emergency Room,0450,,,# of visits,0,0,0,0
AuSable Valley,Inpatient Hospital Ancillary Services - Pulmonary Function,0460,,,# of tests,0,0,0,0
AuSable Valley,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0
AuSable Valley,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0
AuSable Valley,Inpatient Hospital Ancillary Services - Pharmacy,0636,,,# of units,0,0,0,0
AuSable Valley,ECT Recovery Room,0710,,,,0,0,0,0
AuSable Valley,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0
AuSable Valley,Inpatient Hospital Ancillary Services - EEG,0740,,,# of tests,0,0,0,0
AuSable Valley,Crisis Observation Care,0762,,,Hour,0,0,0,0
AuSable Valley,Additional Codes-ECT Facility Charge,0901,,,Encounter,0,0,0,0
AuSable Valley,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,0
AuSable Valley,Outpatient Partial Hospitalization,0912,,,Day,0,0,0,0
AuSable Valley,Outpatient Partial Hospitalization,0913,,,Day,0,0,0,0
AuSable Valley,Inpatient Hospital Ancillary Services - Other Diagnosis Services,0925,,,# of tests,0,0,0,0
AuSable Valley,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0
AuSable Valley,Additional Codes-ECT Anesthesia,,00104,,Minutes,0,0,0,0
AuSable Valley,Additional Codes-ECT Anesthesia,0901,00104,,Minutes,0,0,0,0
AuSable Valley,ABA Behavior Identification Assessment,,0359T,U5,Encounter,85,116,59311,62964
AuSable Valley,ABA Behavioral Follow-up Assessment,,0362T,U5,First 30 Minutes,0,0,0,0
AuSable Valley,ABA Behavioral Follow-up Assessment,,0363T,U5,Each Additional 30 Minutes,0,0,0,0
AuSable Valley,ABA Adaptive Treatment,,0364T,U5,First 30 Minutes,96,8694,259982,265184
AuSable Valley,ABA Adaptive Treatment,,0365T,U5,Each Additional 30 Minutes,96,43200,1291063,1308405
AuSable Valley,ABA Group Adaptive Behavior Treatment,,0366T,U5,First 30 Minutes,1,1,9,9
AuSable Valley,ABA Group Adaptive Behavior Treatment,,0367T,U5,Each Additional 30 Minutes,1,4,37,37
AuSable Valley,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0368T,U5,First 30 Minutes,96,2016,128554,131229
AuSable Valley,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0369T,U5,Each Additional 30 Minutes,96,3988,253595,257183
AuSable Valley,ABA Family Behavior Treatment Guidance,,0370T,U5,Encounter,82,480,60677,62112
AuSable Valley,ABA Family Behavior Treatment Guidance,,0371T,U5,Encounter,3,4,313,313
AuSable Valley,ABA Adaptive Behavior Treatment Social Skills Group,,0372T,U5,Encounter,2,2,79,79
AuSable Valley,ABA Exposure Adaptive Behavior Treatment,,0373T,U5,First 60 Minutes,2,36,4306,4306
AuSable Valley,ABA Exposure Adaptive Behavior Treatment,,0374T,U5,Each Additional 30 Minutes,2,149,8910,8910
AuSable Valley,Drug Screen,,80305,,Encounter,0,0,0,0
AuSable Valley,Drug Screen,,80306,,Encounter,0,0,0,0
AuSable Valley,Drug Screen,,80307,,Encounter,0,0,0,0
AuSable Valley,Interactive Complexity - Add On Code,,90785,,Encounter,0,0,0,0
AuSable Valley,Assessment for Autism,,90785,U5,Encounter,0,0,0,0
AuSable Valley,Substance Abuse - Interactive Complexity - Add On Code,,90785,HF,Encounter,0,0,0,0
AuSable Valley,Assessment,,"90791
",,Encounter,14,14,7408,147837
AuSable Valley,Substance Use: Assessment,,90791,HF,Encounter,0,0,0,0
AuSable Valley,Assessment for Autism,,90791,U5,Encounter,0,0,0,0
AuSable Valley,Assessment,,90792,,Encounter,4,4,2005,20550
AuSable Valley,Substance Use: Assessment,,90792,HF,Encounter,0,0,0,0
AuSable Valley,Assessment for Autism,,90792,U5,Encounter,0,0,0,0
AuSable Valley,Mental Health: Outpatient Care,,90832,,30 Minutes,33,70,8667,100920
AuSable Valley,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0,0
AuSable Valley,Assessment,,90833,,30 Minutes,0,0,0,0
AuSable Valley,Mental Health: Outpatient Care,,90834,,45 Minutes,46,133,26773,362290
AuSable Valley,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0,0
AuSable Valley,Assessment,,90836,,45 Minutes,0,0,0,0
AuSable Valley,Mental Health: Outpatient Care,,90837,,60 Minutes,54,266,90564,1267271
AuSable Valley,Substance Use Disorder: Outpatient Care,,90837,HF,60 Minutes,0,0,0,0
AuSable Valley,Assessment,,90838,,60 Minutes,0,0,0,0
AuSable Valley,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,0,0,0,0
AuSable Valley,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0,0
AuSable Valley,Therapy-Family Therapy,,90846,,Encounter,4,4,872,12863
AuSable Valley,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0,0
AuSable Valley,Therapy-Family Therapy,,90847,,Encounter,16,40,8720,108738
AuSable Valley,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,HF,Encounter,0,0,0,0
AuSable Valley,Therapy-Family Therapy,,90849,,Encounter,0,0,0,0
AuSable Valley,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0,0
AuSable Valley,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0,0
AuSable Valley,Therapy-Group Therapy,,90853,,Encounter,3,16,1464,36204
AuSable Valley,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0,0
AuSable Valley,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0,0
AuSable Valley,Additional Codes-ECT Physician,0901,90870,,Encounter,0,0,0,0
AuSable Valley,Assessments-Other,,90887,,Encounter,0,0,0,0
AuSable Valley,Speech & Language Therapy ,,92507,,Encounter,0,0,0,0
AuSable Valley,Speech & Language Therapy ,,92508,,Encounter,0,0,0,0
AuSable Valley,Speech & Language Therapy ,,92521,,Encounter,0,0,0,0
AuSable Valley,Speech & Language Therapy ,,92522,,Encounter,0,0,0,0
AuSable Valley,Speech & Language Therapy ,,92523,,Encounter,0,0,0,0
AuSable Valley,Speech & Language Therapy ,,92524,,Encounter,0,0,0,0
AuSable Valley,Speech & Language Therapy ,,92526,,Encounter,0,0,0,0
AuSable Valley,Speech & Language Therapy ,,92607,,First Hour,0,0,0,0
AuSable Valley,Speech & Language Therapy ,,92608,,Each Additional  30 Minutes,0,0,0,0
AuSable Valley,Speech & Language Therapy ,,92609,,Encounter,0,0,0,0
AuSable Valley,Speech & Language Therapy ,,92610,,Encounter,0,0,0,0
AuSable Valley,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92626,,First Hour,0,0,0,0
AuSable Valley,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92627,,Each Additional 15 Minutes,0,0,0,0
AuSable Valley,Auditory Rehabilitation Preling Hearing Loss (Children's Waiver),,92630,,Encounter,0,0,0,0
AuSable Valley,Auditory Rehabilitation; Post-Lingual Hearing Loss (Children's Waiver),,92633,,Encounter,0,0,0,0
AuSable Valley,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,24,24,16629,16629
AuSable Valley,Assessment for Autism,,96101,U5,Hour,78,79,51418,73176
AuSable Valley,Psychological Testing by Technician ,,96102,,Per Hour,0,0,0,0
AuSable Valley,Assessment for Autism,,96102,U5,Hour,0,0,0,0
AuSable Valley,Psychological Testing by Comp ,,96103,,Per Hour,0,0,0,0
AuSable Valley,Assessments-Other,,96105,,Encounter,0,0,0,0
AuSable Valley,Assessments-Other,,96110,,Encounter,0,0,0,0
AuSable Valley,Assessments-Other,,96111,,Encounter,0,0,0,0
AuSable Valley,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0,0
AuSable Valley,Neuropsych test by Psych/Phys ,,96118,,Per Hour,0,0,0,0
AuSable Valley,Assessment for Autism,,96118,U5,Hour,0,0,0,0
AuSable Valley,Neuropsych test by Tech ,,96119,,Per Hour,0,0,0,0
AuSable Valley,Assessment for Autism,,96119,U5,Hour,0,0,0,0
AuSable Valley,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,0,0
AuSable Valley,Assessments-Other,,96127,,,0,0,0,0
AuSable Valley,Medication Administration,,96372,,Encounter,0,0,0,0
AuSable Valley,Occupational or Physical Therapy,,97110,,15 Minutes,0,0,0,0
AuSable Valley,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0,0
AuSable Valley,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0,0
AuSable Valley,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0,0
AuSable Valley,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0,0
AuSable Valley,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0,0
AuSable Valley,Occupational or Physical Therapy,,97150,,Encounter,0,0,0,0
AuSable Valley,Physical Therapy,,97161,,Encounter,0,0,0,0
AuSable Valley,Physical Therapy,,97162,,Encounter,0,0,0,0
AuSable Valley,Physical Therapy,,97163,,Encounter,0,0,0,0
AuSable Valley,Physical Therapy,,97164,,Encounter,0,0,0,0
AuSable Valley,Occupational Therapy,,97165,,Encounter,0,0,0,0
AuSable Valley,Occupational Therapy,,97166,,Encounter,0,0,0,0
AuSable Valley,Occupational Therapy,,97167,,Encounter,0,0,0,0
AuSable Valley,Occupational Therapy,,97168,,Encounter,0,0,0,0
AuSable Valley,Occupational or Physical Therapy,,97530,,15 Minutes,0,0,0,0
AuSable Valley,"Occupational or Physical Therapy 
(Note: Retired 12/31/17)",,97532,,15 Minutes,0,0,0,0
AuSable Valley,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0,0
AuSable Valley,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0,0
AuSable Valley,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0,0
AuSable Valley,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0,0
AuSable Valley,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0,0
AuSable Valley,Occupational Therapy,,97755,,15 Minutes,0,0,0,0
AuSable Valley,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0,0
AuSable Valley,Prosthetic Training (Children's Waiver),,97761,,15 Minutes,0,0,0,0
AuSable Valley,"C/O for Orthotic/Prosth Use  or Physical Therapy
(Note: Retired 12/31/17)",,97762,,15 minutes,0,0,0,0
AuSable Valley,Occupational or Physical Therapy,,97763,,15 Minutes,0,0,0,0
AuSable Valley,Assessment or Health Services,,97802,,15 Minutes,0,0,0,0
AuSable Valley,Assessment or Health Services,,97803,,15 Minutes,0,0,0,0
AuSable Valley,Health Services,,97804,,30 Minutes,0,0,0,0
AuSable Valley,Substance Use Disorder: Acupuncture,,97810,,Encounter,0,0,0,0
AuSable Valley,Substance Use Disorder: Acupuncture,,97811,,Encounter,0,0,0,0
AuSable Valley,New Patient Evaluation and Management,,99201,,Encounter,0,0,0,0
AuSable Valley,Substance Use Disorder: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0,0
AuSable Valley,New Patient Evaluation and Management,,99202,,Encounter,0,0,0,0
AuSable Valley,Substance Use Disorder: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0,0
AuSable Valley,New Patient Evaluation and Management,,99203,,Encounter,5,5,808,5493
AuSable Valley,Substance Use Disorder: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0,0
AuSable Valley,New Patient Evaluation and Management,,99204,,Encounter,4,4,706,12882
AuSable Valley,Substance Use Disorder: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0,0
AuSable Valley,New Patient Evaluation and Management,,99205,,Encounter,0,0,0,2162
AuSable Valley,Substance Use Disorder: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0,0
AuSable Valley,Established Patient Evaluation and Management,,99211,,Encounter,18,43,1429,11901
AuSable Valley,Substance Use Disorder: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0,0
AuSable Valley,Established Patient Evaluation and Management,,99212,,Encounter,2,2,209,214
AuSable Valley,Substance Use Disorder: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0,0
AuSable Valley,Established Patient Evaluation and Management,,99213,,Encounter,106,439,76482,438735
AuSable Valley,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0,0
AuSable Valley,Established Patient Evaluation and Management,,99214,,Encounter,79,326,63156,228433
AuSable Valley,Substance Use Disorder: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0,0
AuSable Valley,Established Patient Evaluation and Management,,99215,,Encounter,37,100,19821,63825
AuSable Valley,Substance Use Disorder: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0,0
AuSable Valley,Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0,0
AuSable Valley,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0,0
AuSable Valley,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0,0
AuSable Valley,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0,0
AuSable Valley,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0,0
AuSable Valley,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0,0
AuSable Valley,Additional Codes-Physician Services,,99231,,15 Minutes,0,0,0,0
AuSable Valley,Additional Codes-Physician Services,,99232,,25 minutes,0,0,0,0
AuSable Valley,Additional Codes-Physician Services,,99233,,35 Minutes,0,0,0,0
AuSable Valley,Additional Codes-Physician Services,,99238,,<= 30 Minutes,0,0,0,0
AuSable Valley,Additional Codes-Physician Services,,99239,,> 30 Minutes,0,0,0,0
AuSable Valley,Substance Use Disorder: Physician Consultations,,99241,HF,15 Minutes,0,0,0,0
AuSable Valley,Substance Use Disorder: Physician Consultations,,99242,HF,30 Minutes,0,0,0,0
AuSable Valley,Substance Use Disorder: Physician Consultations,,99243,HF,40 Minutes,0,0,0,0
AuSable Valley,Substance Use Disorder: Physician Consultations,,99244,HF,60 Minutes,0,0,0,0
AuSable Valley,Substance Use Disorder: Physician Consultations,,99245,HF,80 Minutes,0,0,0,0
AuSable Valley,Substance Use Disorder: Physician Consultations,,99251,HF,20 Minutes,0,0,0,0
AuSable Valley,Substance Use Disorder: Physician Consultations,,99252,HF,40 Minutes,0,0,0,0
AuSable Valley,Substance Use Disorder: Physician Consultations,,99253,HF,55 Minutes,0,0,0,0
AuSable Valley,Substance Use Disorder: Physician Consultations,,99254,HF,80 Minutes,0,0,0,0
AuSable Valley,Substance Use Disorder: Physician Consultations,,99255,HF,110 Minutes,0,0,0,0
AuSable Valley,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0,0
AuSable Valley,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0,0
AuSable Valley,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0,0
AuSable Valley,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0,0
AuSable Valley,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0,0
AuSable Valley,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0,0
AuSable Valley,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0,0
AuSable Valley,Assessment,,99324,,Encounter,0,0,0,0
AuSable Valley,Assessment,,99325,,Encounter,0,0,0,0
AuSable Valley,Assessment,,99326,,Encounter,0,0,0,0
